tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2025,2,1,18,31,38,2853,161,18,male,1,prr,,1,0,1711,7256,7256,bus,right,1,none,none,none,none,none,none,0,7256,,,,1,,,ap
alexandra,24m2h,2025,2,1,18,31,49,2853,161,18,male,1,prr,,1,0,2880,2880,2880,bus,,1,,,,,,,1,2880,,,,1,,,
alexandra,24m2h,2025,2,1,18,31,56,2853,161,18,male,1,tpr,prpt,1,0,831,831,831,elephant,,1,,,,,,,1,831,831,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,1,2853,161,18,male,2,tpr,prpt,1,0,1132,1239,1239,elephant2,,1,,,,,,,1,1239,1239,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,7,2853,161,18,male,3,tpr,prpt,1,0,4861,5404,5404,owl,,1,,,,,,,0,5404,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,16,2853,161,18,male,4,tpr,prpt,1,0,639,1639,1639,owl,,1,,,,,,,1,1639,1639,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,22,2853,161,18,male,5,tpr,prpt,1,0,953,1710,1710,elephant2,,1,,,,,,,1,1710,1710,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,28,2853,161,18,male,6,tpr,inhb,0,0,2056,2056,2056,elephant4,,1,,,,,,,1,2056,,,inhb,0,,,
alexandra,24m2h,2025,2,1,18,32,38,2853,161,18,male,7,tpr,prpt,1,0,1662,1662,1662,bus,,1,,,,,,,1,1662,1662,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,44,2853,161,18,male,8,tpr,prpt,1,0,1466,1467,1467,elephant2,,1,,,,,,,1,1467,1467,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,32,58,2853,161,18,male,1,tpr,prpt,1,0,1059,2649,2649,elephant2,,1,,,,,,,1,2649,2649,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,33,4,2853,161,18,male,2,tpr,prpt,1,0,2727,2800,2800,flower,,1,,,,,,,1,2800,2800,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,33,11,2853,161,18,male,3,tpr,prpt,1,0,89,12838,12838,apple,,1,,,,,,,0,12838,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,33,28,2853,161,18,male,4,tpr,inhb,0,0,68435,68435,68435,owl,,1,,,,,,,0,68435,,,inhb,0,,,
alexandra,24m2h,2025,2,1,18,34,43,2853,161,18,male,5,tpr,prpt,1,0,1404,1404,1404,elephant4,,1,,,,,,,1,1404,1404,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,34,48,2853,161,18,male,6,tpr,prpt,1,0,333,333,333,apple,,1,,,,,,,1,333,333,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,34,53,2853,161,18,male,7,tpr,prpt,0,0,393,1678,1678,apple,,1,,,,,,,1,1678,,,prpt,0,,,
alexandra,24m2h,2025,2,1,18,35,0,2853,161,18,male,8,tpr,prpt,1,0,3643,3643,3643,elephant,,1,,,,,,,1,3643,3643,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,35,8,2853,161,18,male,9,tpr,prpt,1,0,10225,10225,10225,flower,,1,,,,,,,0,10225,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,35,22,2853,161,18,male,10,tpr,inhb,1,0,28104,28128,28128,flower,,1,,,,,,,0,28128,,,inhb,1,,1,
alexandra,24m2h,2025,2,1,18,35,55,2853,161,18,male,11,tpr,prpt,1,0,7725,7725,7725,bus,,1,,,,,,,0,7725,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,36,7,2853,161,18,male,12,tpr,inhb,1,0,12796,12796,12796,elephant2,,1,,,,,,,0,12796,,,inhb,1,,1,
alexandra,24m2h,2025,2,1,18,36,24,2853,161,18,male,13,tpr,prpt,1,0,3069,3285,3285,owl,,1,,,,,,,1,3285,3285,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,36,31,2853,161,18,male,14,tpr,prpt,1,0,1089,1102,1102,owl,,1,,,,,,,1,1102,1102,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,36,36,2853,161,18,male,15,tpr,prpt,1,0,4289,4290,4290,apple,,1,,,,,,,1,4290,4290,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,36,45,2853,161,18,male,16,tpr,inhb,1,0,2888,2953,2953,elephant4,,1,,,,,,,1,2953,,2953,inhb,1,,1,
alexandra,24m2h,2025,2,1,18,36,52,2853,161,18,male,17,tpr,prpt,1,0,3117,5057,5057,owl,,1,,,,,,,0,5057,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,37,1,2853,161,18,male,18,tpr,prpt,0,0,394,1505,1505,elephant4,,1,,,,,,,1,1505,,,prpt,0,,,
alexandra,24m2h,2025,2,1,18,37,9,2853,161,18,male,19,tpr,prpt,1,0,2606,3271,3271,elephant4,,1,,,,,,,1,3271,3271,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,37,16,2853,161,18,male,20,tpr,prpt,1,0,2654,10056,10056,bus,,1,,,,,,,0,10056,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,37,31,2853,161,18,male,21,tpr,inhb,0,0,361,361,361,bus,,1,,,,,,,1,361,,,inhb,0,,,
alexandra,24m2h,2025,2,1,18,37,51,2853,161,18,male,22,tpr,prpt,0,0,365,365,365,elephant,,1,,,,,,,1,365,,,prpt,0,,,
alexandra,24m2h,2025,2,1,18,37,57,2853,161,18,male,23,tpr,inhb,1,0,2516,2539,2539,elephant,,1,,,,,,,1,2539,,2539,inhb,1,,1,
alexandra,24m2h,2025,2,1,18,38,4,2853,161,18,male,24,tpr,prpt,1,0,14682,14682,14682,apple,,1,,,,,,,0,14682,,,prpt,1,1,,
alexandra,24m2h,2025,2,1,18,38,22,2853,161,18,male,25,tpr,inhb,0,0,836,836,836,flower,,1,,,,,,,1,836,,,inhb,0,22 out of 25,4 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662,2746,,,0.88,0.5,
