tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,Coder
alexandra,24m2h,2024,7,20,13,9,19,2607,123,17,male,1,prl,,1,0,4752,4753,4753,bus,left,1,,none,none,none,none,none,1,none,4753,,,,1,,,AP
alexandra,24m2h,2024,7,20,13,9,28,2607,123,17,male,1,prl,,1,0,2228,2228,2228,flower,,1,,,,,,,1,,2228,,,,1,,,
alexandra,24m2h,2024,7,20,13,9,34,2607,123,17,male,1,tpl,prpt,0,0,3126,3127,3127,bus,,1,,,,,,,1,,3127,,,prpt,0,,,
alexandra,24m2h,2024,7,20,13,9,44,2607,123,17,male,2,tpl,prpt,1,0,6744,6745,6745,bus,,1,9,,,,,,0,,6745,,,prpt,1,,,
alexandra,24m2h,2024,7,20,13,9,55,2607,123,17,male,3,tpl,prpt,1,0,1791,1791,1791,elephant4,,1,,,,,,,1,,1791,,1791,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,10,1,2607,123,17,male,4,tpl,inhb,0,0,1149,1149,1149,flower,,1,,,,,,,1,,1149,,,inhb,0,,,
alexandra,24m2h,2024,7,20,13,10,9,2607,123,17,male,5,tpl,prpt,1,0,1750,1750,1750,flower,,1,,,,,,,1,,1750,,1750,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,10,15,2607,123,17,male,6,tpl,inhb,1,0,2244,2244,2244,elephant,,1,,,,,,,1,,2244,2244,,inhb,1,,1,
alexandra,24m2h,2024,7,20,13,10,22,2607,123,17,male,7,tpl,prpt,0,0,1161,1161,1161,elephant4,,1,,,,,,,1,,1161,,,prpt,0,,,
alexandra,24m2h,2024,7,20,13,10,29,2607,123,17,male,8,tpl,inhb,1,0,2235,2235,2235,owl,,1,,,,,,,1,,2235,2235,,inhb,1,,1,
alexandra,24m2h,2024,7,20,13,10,35,2607,123,17,male,9,tpl,prpt,1,0,741,4750,4750,elephant,,1,,,,,,,1,,4750,,4750,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,10,44,2607,123,17,male,10,tpl,prpt,1,0,2202,2485,2485,elephant4,,1,,,,,,,1,,2485,,2485,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,10,51,2607,123,17,male,11,tpl,prpt,1,0,5826,5826,5826,elephant4,,1,,,,,,,0,,5826,,,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,11,1,2607,123,17,male,12,tpl,prpt,1,0,3464,3464,3464,bus,,1,,,,,,,1,,3464,,3464,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,11,9,2607,123,17,male,13,tpl,inhb,0,0,3392,3392,3392,elephant4,,1,,,,,,,1,,3392,,,inhb,0,,,
alexandra,24m2h,2024,7,20,13,11,19,2607,123,17,male,14,tpl,prpt,1,0,1223,1223,1223,elephant4,,1,,,,,,,1,,1223,,1223,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,11,25,2607,123,17,male,15,tpl,prpt,0,0,2007,2007,2007,elephant,,1,,,,,,,1,,2007,,,prpt,0,,,
alexandra,24m2h,2024,7,20,13,11,33,2607,123,17,male,16,tpl,prpt,1,0,1695,1695,1695,elephant4,,1,,,,,,,1,,1695,,1695,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,11,39,2607,123,17,male,17,tpl,prpt,1,0,5594,5594,5594,elephant4,,1,9,,,,,,0,,5594,,,prpt,1,,,
alexandra,24m2h,2024,7,20,13,11,49,2607,123,17,male,18,tpl,prpt,1,0,1994,2920,2920,owl,,1,,,,,,,1,,2920,,2920,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,11,56,2607,123,17,male,19,tpl,inhb,0,0,730,1088,1088,flower,,1,,,,,,,1,,1088,,,inhb,0,,,
alexandra,24m2h,2024,7,20,13,12,13,2607,123,17,male,20,tpl,prpt,1,0,1968,1968,1968,flower,,1,,,,,,,1,,1968,,1968,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,12,19,2607,123,17,male,21,tpl,prpt,1,0,1620,1620,1620,elephant4,,1,,,,,,,1,,1620,,1620,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,12,24,2607,123,17,male,22,tpl,prpt,0,0,2912,2912,2912,elephant4,,1,,,,,,,1,,2912,,,prpt,0,,,
alexandra,24m2h,2024,7,20,13,12,33,2607,123,17,male,23,tpl,prpt,1,0,7017,7017,7017,elephant,,1,9,,,,,,0,,7017,,,prpt,1,,,
alexandra,24m2h,2024,7,20,13,12,44,2607,123,17,male,24,tpl,inhb,0,0,536,961,961,apple,,1,,,,,,,1,,961,,,inhb,0,,,
alexandra,24m2h,2024,7,20,13,12,53,2607,123,17,male,25,tpl,prpt,0,0,2356,2356,2356,elephant,,1,,,,,,,1,,2356,,,prpt,0,,,
alexandra,24m2h,2024,7,20,13,13,1,2607,123,17,male,26,tpl,inhb,1,0,1304,1304,1304,flower,,1,,,,,,,1,,1304,1304,,inhb,1,,1,
alexandra,24m2h,2024,7,20,13,13,7,2607,123,17,male,27,tpl,prpt,1,0,2237,2237,2237,elephant2,,1,,,,,,,1,,2237,,2237,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,13,13,2607,123,17,male,28,tpl,inhb,0,0,39,106,106,elephant2,,0,3,,,,,,1,,106,,,inhb,0,,,
alexandra,24m2h,2024,7,20,13,13,19,2607,123,17,male,29,tpl,prpt,0,0,2142,2142,2142,elephant4,,1,,,,,,,1,,2142,,,prpt,0,,,
alexandra,24m2h,2024,7,20,13,13,27,2607,123,17,male,30,tpl,prpt,1,0,2295,2295,2295,elephant4,,1,,,,,,,1,,2295,,2295,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,13,33,2607,123,17,male,31,tpl,prpt,1,0,122,12543,12543,flower,,1,,,,,,,0,,12543,,,prpt,1,1,,
alexandra,24m2h,2024,7,20,13,13,50,2607,123,17,male,32,tpl,prpt,1,0,2011,2011,2011,elephant4,,1,,,,,,,1,,2011,,2011,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235,2011,,,15/21,3 out of 7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,0.4286,
