tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,11,9,14,1,11,2775,153,23,male,1,prr,,1,0,49616,49617,49617,flower,right,1,,none,none,none,none,none,0,49617,,,,1,,,AP
alexandra,24m2h,2024,11,9,14,2,5,2775,153,23,male,1,prr,,1,0,2987,2987,2987,elephant4,,1,,,,,,,1,2987,,,,1,,,
alexandra,24m2h,2024,11,9,14,2,12,2775,153,23,male,1,tpr,prpt,1,0,1626,1626,1626,bus,,1,,,,,,,1,1626,,1626,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,2,18,2775,153,23,male,2,tpr,prpt,1,0,1416,1416,1416,owl,,1,,,,,,,1,1416,,1416,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,2,23,2775,153,23,male,3,tpr,prpt,1,0,1140,1140,1140,apple,,1,,,,,,,1,1140,,1140,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,2,28,2775,153,23,male,4,tpr,prpt,1,0,1899,1899,1899,elephant2,,1,,,,,,,1,1899,,1899,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,2,35,2775,153,23,male,5,tpr,prpt,1,0,1499,1500,1500,elephant4,,1,,,,,,,1,1500,,1500,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,2,40,2775,153,23,male,6,tpr,inhb,0,0,1227,1227,1227,elephant,,1,,,,,,,1,1227,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,2,47,2775,153,23,male,7,tpr,prpt,0,0,195,195,195,elephant4,,0,3,,,,,,1,195,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,2,55,2775,153,23,male,8,tpr,prpt,1,0,361,361,361,flower,,1,,,,,,,1,361,,361,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,2,59,2775,153,23,male,9,tpr,prpt,1,0,415,415,415,bus,,1,,,,,,,1,415,,415,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,3,4,2775,153,23,male,10,tpr,prpt,1,0,475,475,475,owl,,1,,,,,,,1,475,,475,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,3,8,2775,153,23,male,11,tpr,prpt,1,0,614,614,614,owl,,1,,,,,,,1,614,,614,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,3,13,2775,153,23,male,12,tpr,inhb,0,0,1596,1596,1596,flower,,1,,,,,,,1,1596,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,3,21,2775,153,23,male,13,tpr,prpt,0,0,1179,1202,1202,flower,,1,,,,,,,1,1202,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,3,29,2775,153,23,male,14,tpr,prpt,1,0,260,293,293,bus,,0,3,,,,,,1,293,,,prpt,1,,,
alexandra,24m2h,2024,11,9,14,3,34,2775,153,23,male,15,tpr,prpt,1,0,973,973,973,flower,,1,,,,,,,1,973,,973,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,3,39,2775,153,23,male,16,tpr,inhb,0,0,1549,1832,1832,elephant,,1,,,,,,,1,1832,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,3,47,2775,153,23,male,17,tpr,prpt,0,0,7337,10237,10237,apple,,1,,,,,,,0,10237,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,4,4,2775,153,23,male,18,tpr,prpt,1,0,1234,1235,1235,elephant,,1,,,,,,,1,1235,,1235,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,4,9,2775,153,23,male,19,tpr,prpt,1,0,294,294,294,elephant2,,0,3,,,,,,1,294,,,prpt,1,,,
alexandra,24m2h,2024,11,9,14,4,14,2775,153,23,male,20,tpr,prpt,1,0,1464,1464,1464,elephant2,,1,,,,,,,1,1464,,1464,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,4,19,2775,153,23,male,21,tpr,prpt,1,0,1,400,400,bus,,1,,,,,,,1,400,,400,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,4,24,2775,153,23,male,22,tpr,inhb,0,0,1075,1076,1076,flower,,1,,,,,,,1,1076,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,4,32,2775,153,23,male,23,tpr,prpt,0,0,2680,2680,2680,elephant,,1,1,,,,,,1,2680,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,4,40,2775,153,23,male,24,tpr,prpt,1,0,61,61,61,elephant,,0,3,,,,,,1,61,,,prpt,1,,,
alexandra,24m2h,2024,11,9,14,4,44,2775,153,23,male,25,tpr,inhb,0,0,3642,3642,3642,elephant2,,1,1,,,,,,1,3642,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,4,53,2775,153,23,male,26,tpr,prpt,0,0,404,420,420,elephant,,1,,,,,,,1,420,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,5,4,2775,153,23,male,27,tpr,inhb,0,0,1555,2021,2021,elephant,,1,1,,,,,,1,2021,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,5,12,2775,153,23,male,28,tpr,prpt,1,0,4423,4423,4423,elephant4,,1,,,,,,,1,4423,,4423,prpt,1,1,,
alexandra,24m2h,2024,11,9,14,5,20,2775,153,23,male,29,tpr,prpt,0,0,10816,13450,13450,elephant2,,1,1,,,,,,0,13450,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,5,41,2775,153,23,male,30,tpr,prpt,0,0,1890,1890,1890,elephant4,,1,1,,,,,,1,1890,,,prpt,0,,,
alexandra,24m2h,2024,11,9,14,5,52,2775,153,23,male,31,tpr,inhb,0,0,1135,1174,1174,elephant2,,1,,,,,,,1,1174,,,inhb,0,,,
alexandra,24m2h,2024,11,9,14,6,0,2775,153,23,male,32,tpr,inhb,1,0,2215,2215,2215,owl,,1,,,,,,,1,2215,2215,,inhb,1,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215,1187.5,,,14 out of 17,1 out of 6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8235,0.1667,
