tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,7,13,13,29,53,2584,117,20,female,1,prr,,1,0,57722,57722,57722,elephant,right,1,,none,none,none,none,none,0,none,57722,,,,1,,,AP
alexandra,24m2h,2024,7,13,13,30,55,2584,117,20,female,1,prr,,1,0,1807,1807,1807,elephant,,1,,,,,,,1,,1807,,,,1,,,
alexandra,24m2h,2024,7,13,13,31,1,2584,117,20,female,1,prr,,1,0,1108,1108,1108,elephant4,,1,,,,,,,1,,1108,,,,1,,,
alexandra,24m2h,2024,7,13,13,31,8,2584,117,20,female,1,prr,,1,0,23479,23479,23479,elephant4,,1,,,,,,,0,,23479,,,,1,,,
alexandra,24m2h,2024,7,13,13,31,36,2584,117,20,female,1,prr,,1,0,8070,8070,8070,apple,,1,,,,,,,0,,8070,,,,1,,,
alexandra,24m2h,2024,7,13,13,31,52,2584,117,20,female,1,prr,,1,0,9405,9405,9405,flower,,1,,,,,,,0,,9405,,,,1,,,
alexandra,24m2h,2024,7,13,13,32,18,2584,117,20,female,1,prr,,1,0,5366,23982,23982,elephant,,1,,,,,,,0,,23982,,,,1,,,
alexandra,24m2h,2024,7,13,13,32,46,2584,117,20,female,1,prr,,1,0,2819,2819,2819,elephant,,1,,,,,,,1,,2819,,,,1,,,
alexandra,24m2h,2024,7,13,13,32,53,2584,117,20,female,1,prr,,1,0,18259,34081,34081,apple,,1,,,,,,,0,,34081,,,,1,,,
alexandra,24m2h,2024,7,13,13,33,31,2584,117,20,female,1,prr,,1,0,31761,31761,31761,elephant,,1,,,,,,,0,,31761,,,,1,,,
alexandra,24m2h,2024,7,13,13,34,7,2584,117,20,female,1,prr,,1,0,9463,9463,9463,elephant4,,1,,,,,,,0,,9463,,,,1,,,
alexandra,24m2h,2024,7,13,13,34,21,2584,117,20,female,1,prr,,1,0,6383,6383,6383,bus,,1,,,,,,,0,,6383,,,,1,,,
alexandra,24m2h,2024,7,13,13,34,32,2584,117,20,female,1,prr,,1,0,7309,7309,7309,elephant2,,1,,,,,,,0,,7309,,,,1,,,
alexandra,24m2h,2024,7,13,13,34,44,2584,117,20,female,1,prr,,1,0,7002,9528,9528,elephant2,,1,,,,,,,0,,9528,,,,1,,,
alexandra,24m2h,2024,7,13,13,35,0,2584,117,20,female,1,prr,,1,0,9055,29511,29511,flower,,1,,,,,,,0,,29511,,,,1,,,
alexandra,24m2h,2024,7,13,13,35,34,2584,117,20,female,1,prr,,1,0,1256,1256,1256,owl,,1,,,,,,,1,,1256,,,,1,,,
alexandra,24m2h,2024,7,13,13,35,39,2584,117,20,female,1,prr,,1,0,10326,10326,10326,owl,,1,,,,,,,0,,10326,,,,1,,,
alexandra,24m2h,2024,7,13,13,35,58,2584,117,20,female,1,prr,,1,0,3582,3582,3582,flower,,1,,,,,,,1,,3582,,,,1,,,
alexandra,24m2h,2024,7,13,13,36,6,2584,117,20,female,1,tpr,prpt,0,0,8690,8690,8690,elephant4,,1,9,,,,,,0,,8690,,,prpt,0,,,
alexandra,24m2h,2024,7,13,13,36,22,2584,117,20,female,2,tpr,prpt,1,0,1928,2202,2202,elephant2,,1,,,,,,,1,,2202,,2202,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,36,28,2584,117,20,female,3,tpr,prpt,1,0,1544,1727,1727,elephant4,,1,,,,,,,1,,1727,,1727,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,36,34,2584,117,20,female,4,tpr,prpt,0,0,2438,2438,2438,elephant,,1,,,,,,,1,,2438,,,prpt,0,,,
alexandra,24m2h,2024,7,13,13,36,42,2584,117,20,female,5,tpr,inhb,1,0,17919,17919,17919,elephant2,,1,9,,,,,,0,,17919,,,inhb,1,,,
alexandra,24m2h,2024,7,13,13,37,4,2584,117,20,female,6,tpr,prpt,1,0,19922,19922,19922,elephant,,1,9,,,,,,0,,19922,,,prpt,1,,,
alexandra,24m2h,2024,7,13,13,37,28,2584,117,20,female,7,tpr,prpt,1,0,1351,1351,1351,elephant4,,1,,,,,,,1,,1351,,1351,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,37,34,2584,117,20,female,8,tpr,prpt,0,0,1744,1744,1744,bus,,1,,,,,,,1,,1744,,,prpt,0,,,
alexandra,24m2h,2024,7,13,13,37,45,2584,117,20,female,9,tpr,prpt,1,0,1478,1478,1478,flower,,1,,,,,,,1,,1478,,1478,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,37,50,2584,117,20,female,10,tpr,inhb,0,0,1451,1834,1834,elephant4,,1,,,,,,,1,,1834,,,inhb,0,,,
alexandra,24m2h,2024,7,13,13,38,0,2584,117,20,female,11,tpr,inhb,1,0,757,757,757,bus,,1,,,,,,,1,,757,757,,inhb,1,,1,
alexandra,24m2h,2024,7,13,13,38,5,2584,117,20,female,12,tpr,prpt,1,0,2300,2300,2300,bus,,1,,,,,,,1,,2300,,2300,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,38,12,2584,117,20,female,13,tpr,prpt,1,0,1550,1550,1550,apple,,1,,,,,,,1,,1550,,1550,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,38,17,2584,117,20,female,14,tpr,prpt,0,0,1617,1617,1617,bus,,1,,,,,,,1,,1617,,,prpt,0,,,
alexandra,24m2h,2024,7,13,13,38,24,2584,117,20,female,15,tpr,prpt,1,0,1667,1667,1667,bus,,1,,,,,,,1,,1667,,1667,prpt,1,1,,
alexandra,24m2h,2024,7,13,13,38,30,2584,117,20,female,16,tpr,inhb,1,0,1878,1878,1878,flower,,1,,,,,,,1,,1878,1878,,inhb,1,,1,
alexandra,24m2h,2024,7,13,13,38,36,2584,117,20,female,17,tpr,prpt,1,0,1386,1386,1386,elephant4,,1,,,,,,,1,,1386,,1386,prpt,1,1,,
