tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,11,18,14,33,11,2781,152,18,female,13,tpr,prpt,1,0,1537,1537,1537,elephant4,,1,,,,,,,1,1537,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,33,16,2781,152,18,female,14,tpr,prpt,1,0,1935,2510,2510,apple,,1,,,,,,,1,2510,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,33,23,2781,152,18,female,15,tpr,prpt,1,0,562,905,905,owl,,1,,,,,,,1,905,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,33,28,2781,152,18,female,16,tpr,inhb,0,0,386,1337,1337,elephant4,,1,,,,,,,1,1337,,,inhb,0,,,
alexandra,24m2h,2024,11,18,14,33,36,2781,152,18,female,17,tpr,prpt,0,0,552,894,894,elephant4,,1,,,,,,,1,894,,,prpt,0,,,
alexandra,24m2h,2024,11,18,14,33,43,2781,152,18,female,18,tpr,prpt,1,0,300,3210,3210,elephant,,1,,,,,,,1,3210,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,33,50,2781,152,18,female,19,tpr,inhb,0,0,1661,1661,1661,elephant2,,1,,,,,,,1,1661,,,inhb,0,,,
alexandra,24m2h,2024,11,18,14,34,3,2781,152,18,female,20,tpr,prpt,1,0,6779,6780,6780,owl,,1,,,,,,,0,6780,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,34,14,2781,152,18,female,21,tpr,prpt,1,0,1809,1809,1809,elephant4,,1,,,,,,,1,1809,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,34,20,2781,152,18,female,22,tpr,prpt,1,0,586,586,586,elephant,,1,,,,,,,1,586,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,34,24,2781,152,18,female,23,tpr,prpt,1,0,677,900,900,owl,,1,,,,,,,1,900,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,34,29,2781,152,18,female,24,tpr,prpt,1,0,11957,11957,11957,elephant2,,1,,,,,,,0,11957,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,34,45,2781,152,18,female,25,tpr,inhb,0,0,1125,1125,1125,flower,,1,,,,,,,1,1125,,,inhb,0,,,
alexandra,24m2h,2024,11,18,14,34,55,2781,152,18,female,26,tpr,prpt,0,0,1102,1102,1102,apple,,1,,,,,,,1,1102,,,prpt,0,,,
alexandra,24m2h,2024,11,18,14,35,4,2781,152,18,female,27,tpr,prpt,1,0,117,117,117,apple,,0,3,,,,,,1,117,,,prpt,1,,,
alexandra,24m2h,2024,11,18,14,35,8,2781,152,18,female,28,tpr,prpt,1,0,608,1435,1435,owl,,1,,,,,,,1,1435,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,35,14,2781,152,18,female,29,tpr,inhb,0,0,354,665,665,elephant,,1,,,,,,,1,665,,,inhb,0,,,
alexandra,24m2h,2024,11,18,14,35,25,2781,152,18,female,30,tpr,prpt,1,0,1395,1762,1762,bus,,1,,,,,,,1,1762,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,35,31,2781,152,18,female,31,tpr,prpt,1,0,4834,5233,5233,bus,,1,,,,,,,0,5233,,,prpt,1,1,,
alexandra,24m2h,2024,11,18,14,35,40,2781,152,18,female,32,tpr,inhb,0,0,648,648,648,apple,,1,,,,,,,1,648,,,inhb,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,20 out of 23,0 out of 7,
