"tester","testName","year","mth","day","hour","min","sec","partNo","partRef","age","gender","trialNo","trialType","trialVar","accu","dotPr","touchTime","respTime","trialTime","animShown","prpt.location","validity_basedonRT","reason.invalid","terminated.early.","reason.terminated","held.back.","override.software","Reason.overwritten","retain.RT.as..5000ms","respTime.1","median.time.inh.","med..Time.prpt","trialVar.1","accu.1","accu.prpt","accu.inh","coder","notes","med..time.inh.","Coder","med..Time.inh","median.prpt.time","median.inh.time","inh","prpt","coder.initials","accuracy.prpt","accuracy.inh","X","X.1","trialVariant","avgDotPressed","avgAccuracy","noOfResps","id"
"alexandra","24m2h",2024,7,27,18,33,0,2622,122,17,"male",21,"tpl","prpt",0,0,504,1088,1088,"elephant","",1,NA,"","","","","",1,1088,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,6,2622,122,17,"male",22,"tpl","prpt",1,0,1238,1238,1238,"flower","",1,NA,"","","","","",1,1238,NA,1238,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,11,2622,122,17,"male",23,"tpl","prpt",1,0,6928,7236,7236,"elephant2","",1,NA,"","","","","",0,7236,NA,NA,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,23,2622,122,17,"male",24,"tpl","inhb",1,0,1080,1080,1080,"elephant4","",1,NA,"","","","","",1,1080,NA,NA,"inhb",1,"","1",NA,"",1080,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,28,2622,122,17,"male",25,"tpl","prpt",1,0,92,743,743,"apple","",1,NA,"","","","","",1,743,NA,743,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,33,2622,122,17,"male",26,"tpl","prpt",1,0,1404,1404,1404,"elephant2","",1,NA,"","","","","",1,1404,NA,1404,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,39,2622,122,17,"male",27,"tpl","inhb",1,0,5633,5633,5633,"flower","",1,NA,"","","","","",0,5633,NA,NA,"inhb",1,"","1",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,33,49,2622,122,17,"male",28,"tpl","prpt",1,0,10554,10855,10855,"elephant4","",1,NA,"","","","","",0,10855,NA,NA,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,34,4,2622,122,17,"male",29,"tpl","prpt",0,0,743,744,744,"owl","",1,NA,"","","","","",1,744,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,34,11,2622,122,17,"male",30,"tpl","prpt",0,0,289,2023,2023,"flower","",1,NA,"","","","","",1,2023,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,34,19,2622,122,17,"male",31,"tpl","prpt",0,0,4890,4890,4890,"elephant4","",1,NA,"","","","","",1,4890,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,27,18,34,31,2622,122,17,"male",32,"tpl","prpt",0,0,1083,1083,1083,"apple","",1,NA,"","","","","",1,1083,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122"
"alexandra","24m2h",2024,7,20,13,9,19,2607,123,17,"male",1,"prl","",1,0,4752,4753,4753,"bus","left",1,NA,"none","none","none","none","none",1,4753,NA,NA,"",1,"","",NA,"none",NA,"AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,9,28,2607,123,17,"male",1,"prl","",1,0,2228,2228,2228,"flower","",1,NA,"","","","","",1,2228,NA,NA,"",1,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,9,34,2607,123,17,"male",1,"tpl","prpt",0,0,3126,3127,3127,"bus","",1,NA,"","","","","",1,3127,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,9,44,2607,123,17,"male",2,"tpl","prpt",1,0,6744,6745,6745,"bus","",1,"9","","","","","",0,6745,NA,NA,"prpt",1,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,9,55,2607,123,17,"male",3,"tpl","prpt",1,0,1791,1791,1791,"elephant4","",1,NA,"","","","","",1,1791,NA,1791,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,1,2607,123,17,"male",4,"tpl","inhb",0,0,1149,1149,1149,"flower","",1,NA,"","","","","",1,1149,NA,NA,"inhb",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,9,2607,123,17,"male",5,"tpl","prpt",1,0,1750,1750,1750,"flower","",1,NA,"","","","","",1,1750,NA,1750,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,15,2607,123,17,"male",6,"tpl","inhb",1,0,2244,2244,2244,"elephant","",1,NA,"","","","","",1,2244,NA,NA,"inhb",1,"","1",NA,"",2244,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,22,2607,123,17,"male",7,"tpl","prpt",0,0,1161,1161,1161,"elephant4","",1,NA,"","","","","",1,1161,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,29,2607,123,17,"male",8,"tpl","inhb",1,0,2235,2235,2235,"owl","",1,NA,"","","","","",1,2235,NA,NA,"inhb",1,"","1",NA,"",2235,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,35,2607,123,17,"male",9,"tpl","prpt",1,0,741,4750,4750,"elephant","",1,NA,"","","","","",1,4750,NA,4750,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,44,2607,123,17,"male",10,"tpl","prpt",1,0,2202,2485,2485,"elephant4","",1,NA,"","","","","",1,2485,NA,2485,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,10,51,2607,123,17,"male",11,"tpl","prpt",1,0,5826,5826,5826,"elephant4","",1,NA,"","","","","",0,5826,NA,NA,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,1,2607,123,17,"male",12,"tpl","prpt",1,0,3464,3464,3464,"bus","",1,NA,"","","","","",1,3464,NA,3464,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,9,2607,123,17,"male",13,"tpl","inhb",0,0,3392,3392,3392,"elephant4","",1,NA,"","","","","",1,3392,NA,NA,"inhb",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,19,2607,123,17,"male",14,"tpl","prpt",1,0,1223,1223,1223,"elephant4","",1,NA,"","","","","",1,1223,NA,1223,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,25,2607,123,17,"male",15,"tpl","prpt",0,0,2007,2007,2007,"elephant","",1,NA,"","","","","",1,2007,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,33,2607,123,17,"male",16,"tpl","prpt",1,0,1695,1695,1695,"elephant4","",1,NA,"","","","","",1,1695,NA,1695,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,39,2607,123,17,"male",17,"tpl","prpt",1,0,5594,5594,5594,"elephant4","",1,"9","","","","","",0,5594,NA,NA,"prpt",1,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,49,2607,123,17,"male",18,"tpl","prpt",1,0,1994,2920,2920,"owl","",1,NA,"","","","","",1,2920,NA,2920,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,11,56,2607,123,17,"male",19,"tpl","inhb",0,0,730,1088,1088,"flower","",1,NA,"","","","","",1,1088,NA,NA,"inhb",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,12,13,2607,123,17,"male",20,"tpl","prpt",1,0,1968,1968,1968,"flower","",1,NA,"","","","","",1,1968,NA,1968,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,12,19,2607,123,17,"male",21,"tpl","prpt",1,0,1620,1620,1620,"elephant4","",1,NA,"","","","","",1,1620,NA,1620,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,12,24,2607,123,17,"male",22,"tpl","prpt",0,0,2912,2912,2912,"elephant4","",1,NA,"","","","","",1,2912,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,12,33,2607,123,17,"male",23,"tpl","prpt",1,0,7017,7017,7017,"elephant","",1,"9","","","","","",0,7017,NA,NA,"prpt",1,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,12,44,2607,123,17,"male",24,"tpl","inhb",0,0,536,961,961,"apple","",1,NA,"","","","","",1,961,NA,NA,"inhb",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,12,53,2607,123,17,"male",25,"tpl","prpt",0,0,2356,2356,2356,"elephant","",1,NA,"","","","","",1,2356,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,1,2607,123,17,"male",26,"tpl","inhb",1,0,1304,1304,1304,"flower","",1,NA,"","","","","",1,1304,NA,NA,"inhb",1,"","1",NA,"",1304,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,7,2607,123,17,"male",27,"tpl","prpt",1,0,2237,2237,2237,"elephant2","",1,NA,"","","","","",1,2237,NA,2237,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,13,2607,123,17,"male",28,"tpl","inhb",0,0,39,106,106,"elephant2","",0,"3","","","","","",1,106,NA,NA,"inhb",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,19,2607,123,17,"male",29,"tpl","prpt",0,0,2142,2142,2142,"elephant4","",1,NA,"","","","","",1,2142,NA,NA,"prpt",0,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,27,2607,123,17,"male",30,"tpl","prpt",1,0,2295,2295,2295,"elephant4","",1,NA,"","","","","",1,2295,NA,2295,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,33,2607,123,17,"male",31,"tpl","prpt",1,0,122,12543,12543,"flower","",1,NA,"","","","","",0,12543,NA,NA,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,20,13,13,50,2607,123,17,"male",32,"tpl","prpt",1,0,2011,2011,2011,"elephant4","",1,NA,"","","","","",1,2011,NA,2011,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123"
"alexandra","24m2h",2024,7,27,19,38,39,2623,124,20,"male",1,"prr","",1,0,3963,3963,3963,"elephant","right",1,"none","none","none","none","none","none",1,3963,NA,NA,"",1,NA,NA,NA,"none",NA,"AP",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,39,46,2623,124,20,"male",1,"prr","",1,0,6240,6240,6240,"apple","",1,"","","","","","",0,6240,NA,NA,"",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,39,56,2623,124,20,"male",1,"prr","",1,0,1785,1785,1785,"apple","",1,"","","","","","",1,1785,NA,NA,"",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,2,2623,124,20,"male",1,"tpr","prpt",1,0,2032,2032,2032,"elephant2","",1,"","","","","","",1,2032,NA,2032,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,8,2623,124,20,"male",2,"tpr","prpt",1,0,1945,2586,2586,"apple","",1,"","","","","","",1,2586,NA,2582,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,15,2623,124,20,"male",3,"tpr","prpt",1,0,468,468,468,"flower","",1,"","","","","","",1,468,NA,468,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,20,2623,124,20,"male",4,"tpr","prpt",1,0,1793,1826,1826,"elephant2","",1,"","","","","","",1,1826,NA,1826,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,26,2623,124,20,"male",5,"tpr","prpt",1,0,3114,3115,3115,"elephant2","",1,"","","","","","",1,3115,NA,3115,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,33,2623,124,20,"male",6,"tpr","inhb",1,0,5721,5721,5721,"elephant","",1,"","","","","","",0,5721,NA,NA,"inhb",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,43,2623,124,20,"male",7,"tpr","prpt",1,0,2431,2431,2431,"bus","",1,"","","","","","",1,2431,NA,2431,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,50,2623,124,20,"male",8,"tpr","prpt",1,0,1579,1593,1593,"apple","",1,"","","","","","",1,1593,NA,1593,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,40,55,2623,124,20,"male",9,"tpr","prpt",1,0,1710,1710,1710,"flower","",1,"","","","","","",1,1710,NA,1710,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,1,2623,124,20,"male",10,"tpr","inhb",1,0,1073,1073,1073,"bus","",1,"","","","","","",1,1073,NA,NA,"inhb",1,NA,NA,NA,"",1073,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,7,2623,124,20,"male",11,"tpr","inhb",1,0,2670,2670,2670,"elephant","",1,"","","","","","",1,2670,NA,NA,"inhb",1,NA,NA,NA,"",2670,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,13,2623,124,20,"male",12,"tpr","prpt",1,0,911,1145,1145,"apple","",1,"","","","","","",1,1145,NA,1145,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,19,2623,124,20,"male",13,"tpr","prpt",1,0,2779,2779,2779,"elephant2","",1,"","","","","","",1,2779,NA,2779,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,26,2623,124,20,"male",14,"tpr","prpt",1,0,1248,1248,1248,"elephant4","",1,"","","","","","",1,1248,NA,1248,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,31,2623,124,20,"male",15,"tpr","prpt",1,0,2946,3094,3094,"owl","",1,"","","","","","",1,3094,NA,3094,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,38,2623,124,20,"male",16,"tpr","prpt",1,0,805,805,805,"elephant2","",1,"","","","","","",1,805,NA,805,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,43,2623,124,20,"male",17,"tpr","inhb",1,0,8804,8804,8804,"elephant4","",1,"","","","","","",0,8804,NA,NA,"inhb",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,41,56,2623,124,20,"male",18,"tpr","prpt",1,0,1744,1744,1744,"apple","",1,"","","","","","",1,1744,NA,1744,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,2,2623,124,20,"male",19,"tpr","prpt",1,0,3092,3133,3133,"elephant2","",1,"","","","","","",1,3133,NA,3133,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,10,2623,124,20,"male",20,"tpr","prpt",1,0,3361,3361,3361,"apple","",1,"","","","","","",1,3361,NA,3361,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,17,2623,124,20,"male",21,"tpr","inhb",1,0,1617,1617,1617,"elephant","",1,"","","","","","",1,1617,NA,NA,"inhb",1,NA,NA,NA,"",1617,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,23,2623,124,20,"male",22,"tpr","prpt",1,0,1285,1484,1484,"elephant4","",1,"","","","","","",1,1484,NA,1484,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,29,2623,124,20,"male",23,"tpr","inhb",1,0,1420,1420,1420,"elephant","",1,"","","","","","",1,1420,NA,NA,"inhb",1,NA,NA,NA,"",1420,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,34,2623,124,20,"male",24,"tpr","inhb",1,0,4599,4600,4600,"owl","",1,"","","","","","",1,4600,NA,NA,"inhb",1,NA,NA,NA,"",4600,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,43,2623,124,20,"male",25,"tpr","prpt",1,0,1489,1597,1597,"owl","",1,"","","","","","",1,1597,NA,1597,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,48,2623,124,20,"male",26,"tpr","prpt",1,0,2550,2550,2550,"elephant4","",1,"","","","","","",1,2550,NA,2550,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,42,55,2623,124,20,"male",27,"tpr","prpt",1,0,1136,1136,1136,"bus","",1,"","","","","","",1,1136,NA,1136,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,43,0,2623,124,20,"male",28,"tpr","prpt",1,0,1783,1783,1783,"elephant","",1,"","","","","","",1,1783,NA,1783,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,43,6,2623,124,20,"male",29,"tpr","prpt",1,0,615,615,615,"elephant2","",1,"","","","","","",1,615,NA,615,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,43,11,2623,124,20,"male",30,"tpr","inhb",1,0,3134,3307,3307,"elephant2","",1,"","","","","","",1,3307,NA,NA,"inhb",1,NA,NA,NA,"",3307,"",NA,NA,NA,NA,NA,NA,"","1",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,43,19,2623,124,20,"male",31,"tpr","prpt",1,0,1629,1861,1861,"bus","",1,"","","","","","",1,1861,NA,1861,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,27,19,43,25,2623,124,20,"male",32,"tpr","prpt",1,0,1954,2003,2003,"bus","",1,"","","","","","",1,2003,NA,2003,"prpt",1,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1","",NA,NA,NA,NA,NA,NA,"124"
"alexandra","24m2h",2024,7,23,14,44,14,2608,125,20,"female",1,"prl","",1,0,4368,4369,4369,"elephant4","left",1,"none","none","none","none","none","none",1,4369,NA,NA,"",1,"","",NA,"none",NA,"AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,23,2608,125,20,"female",1,"prl","",1,0,1808,1808,1808,"apple","",1,"","","","","","",1,1808,NA,NA,"",1,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,29,2608,125,20,"female",1,"tpl","prpt",1,0,295,1020,1020,"elephant4","",1,"","","","","","",1,1020,NA,1020,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,34,2608,125,20,"female",2,"tpl","prpt",1,0,1424,1424,1424,"flower","",1,"","","","","","",1,1424,NA,1424,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,40,2608,125,20,"female",3,"tpl","prpt",1,0,1500,1500,1500,"bus","",1,"","","","","","",1,1500,NA,1500,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,45,2608,125,20,"female",4,"tpl","inhb",1,0,1884,1884,1884,"elephant2","",1,"","","","","","",1,1884,NA,NA,"inhb",1,"","1",NA,"",1884,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,51,2608,125,20,"female",5,"tpl","prpt",1,0,1467,1467,1467,"elephant4","",1,"","","","","","",1,1467,NA,1467,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,44,57,2608,125,20,"female",6,"tpl","inhb",1,0,1667,1667,1667,"elephant2","",1,"","","","","","",1,1667,NA,NA,"inhb",1,"","1",NA,"",1667,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"alexandra","24m2h",2024,7,23,14,45,3,2608,125,20,"female",7,"tpl","prpt",1,0,1440,1440,1440,"flower","",1,"","","","","","",1,1440,NA,1440,"prpt",1,"1","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
