ID,gender,agedichotomy,age,income,domlanguagepercent,nondomlanguagepercent,category20,category25,accuprptINTER,ACCUPRPTSOLO,accuprpt,accuinhINTER,ACCUINHSOLO,accuinh,Accudiff,RTPRPTINTER,RTPRPTSOLO,RTprpt,RTINHINTER,RTINTERSOLO,RTinh,RTdiff,EEFQIC,EEFQICINTER,EEFQWM,EEFQWMinter,EEFQFX,EEFQFXINTER,EEFQRG,EEFQRGINTER,EEFQCEF,EEFQCEFINTER,L1Vocab,B1RT,B2RT,RTavgdiff,Zaccuprpt,Zaccuinh,ZRTprpt,ZRTinh,ZEEFQIC,ZEEFQWM,ZEEFQFX,ZEEFQRG,ZEEFQCEF,MAH_1,mah_p,ZSco01,ZSco02,ZSco03,ZSco04,ZSco05,ZSco06,ZSco07,ZSco08,ZSco09,Zgender,Zage,Zincome,Zdomlanguagepercent,Znondomlanguagepercent,Zcategory20,Zcategory25,PRE_1,RES_1,ZPR_1,ZRE_1,PRE_2,RES_2,ZPR_2,ZRE_2,PRE_3,RES_3,ZPR_3,ZRE_3,PRE_4,RES_4,ZPR_4,ZRE_4,PRE_5,RES_5,ZPR_5,ZRE_5,PRE_6,RES_6,ZPR_6,ZRE_6,PRE_7,RES_7,ZPR_7,ZRE_7,PRE_8,RES_8,ZPR_8,ZRE_8,PRE_9,RES_9,ZPR_9,ZRE_9,StdZ01,StdZ02,StdZ03,StdZ04,StdZ05,StdZ06,StdZ07,StdZ08,StdZ09,StdZ10,StdZ11,StdZ12,StdZ13,StdZ14,StdZ15,StdZ16,ZL1Vocab,ZL2Vocab,ZTotalvocabBIL,ZzZz01,ZzZz02,ZzZz03,ZzZz04,ZzZz05,ZzZz06,ZzZz07,ZzZz08,ZzZz09,ZzZz10,ZzZz11,ZzZz12,ZzZz13,ZzZz14,ZzZz15,ZqZq01,ZqZq02,ZqZq03,ZqZq04,ZqZq05,ZqZq06,ZqZq07,ZqZq08,ZqZq09,ZqZq10,ZqZq11,ZqZq12,ZqZq13,ZqZq14,ZqZq15,ZAccudiff,ZRTdiff,COO_1,COO_2,COO_3,COO_4,COO_5,COO_6,COO_7,COO_8,COO_9,COO_10,COO_11,COO_12,COO_13,COO_14,COO_15,COO_16,COO_17,COO_18,COO_19,COO_20,COO_21,COO_22,COO_23,SEP_1,SEP_2,ZRE_10,ZRE_11,COO_24,COO_25
156,1,1.00,17.96,6,57,43,2,2,,,.7391,,,.6250,.11,,,2346.00,,,1633.00,713.00,3.50000000,3.50000000,5.28571429,5.28571429,4.62500000,4.62500000,4.00000000,4.00000000,4.43478261,4.43478261,96.00,1964.50,1556.67,-407.83,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,6.92729,.64469,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,-1.02714,1.02714,.95911,1.17331,.85950,-.12040,-.76691,-1.27614,.37764,.24736,-1.25948,.89883,1839.73498,506.26502,1.20544,1.01615,2247.10788,-614.10788,1.11556,-.75553,4.83429,-1.33429,.48836,-1.65222,5.61611,-.33039,-.09610,-.61317,4.75572,-.13072,.20029,-.19540,4.62840,-.62840,-.48558,-.56479,5.03948,-.60470,.20182,-1.30255,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,-1.02714,1.02714,.95911,1.17331,-.22122,,,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,1.02714,1.17331,-.22122,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,1.02714,1.17331,-.22122,-.71027,1.38553,.17591,.33116,.33116,.11238,.06597,.17591,.33116,.11238,.06597,.07717,.10463,.03377,.03991,.02876,.01427,.01890,.01045,.02876,.02876,.02876,.01427,.01890,.01045,.02,.06,-1.09,.48,.02,.00
157,1,2.00,22.33,999,95,5,1,1,,,.6667,,,.6667,.00,,,1226.00,,,1236.00,-10.00,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00,2483.00,1052.00,-1431.00,-1.97639,.36429,-1.03780,-.97791,,,,,,,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,1.05638,-1.05638,-1.02526,-.83808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,1.05638,-1.05638,-1.02526,-.83808,,,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,-1.05638,-.83808,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,-1.05638,-.83808,,-1.09896,.38781,,,,,,,,,,,,,,,,,,,,,,,,.02,.05,-2.22,.15,.09,.00
158,2,2.00,23.83,7,62,38,2,2,,,.9546,,,.7500,.20,,,1506.00,,,1856.00,-350.00,5.75000000,5.75000000,6.28571429,6.28571429,3.12500000,3.12500000,6.12500000,6.12500000,5.00000000,5.00000000,999.00,1866.50,2114.00,247.50,.69466,.64124,-.45811,-.20289,1.24543,1.25691,-2.33494,1.32728,.00292,13.44206,.14360,.69466,.64124,-.45811,-.20289,1.24543,1.25691,-2.33494,1.32728,.00292,.82380,1.36421,.83843,-.75299,.75299,.95911,1.17331,.90428,.05032,.49452,.53341,.63718,.11282,.77913,.40995,1717.70573,-211.70573,-.33059,-.42493,1881.57993,-25.57993,-.94328,-.03147,4.88353,.86647,.93906,1.07292,5.54669,.73902,-.75389,1.37154,4.64569,-1.52069,-.32219,-2.27306,4.59852,1.52648,-.70506,1.37194,5.00675,-.00675,-.05826,-.01455,.69466,.64124,-.45811,-.20289,1.24543,1.25691,-2.33494,1.32728,.00292,.82380,1.36421,.83843,-.75299,.75299,.95911,1.17331,,,,.69466,.64124,-.45811,-.20289,1.24543,1.25691,-2.33494,1.32728,.00292,.82380,1.36421,.83843,.75299,1.17331,,.69466,.64124,-.45811,-.20289,1.24543,1.25691,-2.33494,1.32728,.00292,.82380,1.36421,.83843,.75299,1.17331,,-.40197,-.08138,,,,,,,,,,,,.00104,.00130,.00538,.00318,.00389,.00002,.00538,.00538,.00538,.00318,.00389,.00002,.02,.05,.50,.43,.00,.00
160,2,2.00,23.33,7,50,50,2,2,,,.8750,,,.8750,.00,,,2220.50,,,3543.00,-1322.50,5.37500000,5.37500000,6.14285714,6.14285714,6.50000000,6.50000000,6.25000000,6.25000000,6.00000000,6.00000000,217.00,3088.00,3795.33,707.33,-.04384,1.05683,1.02112,1.90592,.77151,.99160,2.66671,1.43637,2.13163,16.67433,.05407,-.04384,1.05683,1.02112,1.90592,.77151,.99160,2.66671,1.43637,2.13163,.82380,1.17553,.83843,-1.41094,1.41094,.95911,1.17331,.89802,-.02302,.31815,-.24395,.58297,.29203,.35334,1.06114,1752.88883,467.61117,.11227,.93857,1937.67478,1605.32522,-.62733,1.97503,4.93606,.43894,1.41978,.54353,5.54477,.59809,-.77208,1.10998,4.68949,1.81051,-.11419,2.70627,4.56840,1.68160,-.92632,1.51136,5.03800,.96200,.19008,2.07221,-.04384,1.05683,1.02112,1.90592,.77151,.99160,2.66671,1.43637,2.13163,.82380,1.17553,.83843,-1.41094,1.41094,.95911,1.17331,.90346,,,-.04384,1.05683,1.02112,1.90592,.77151,.99160,2.66671,1.43637,2.13163,.82380,1.17553,.83843,1.41094,1.17331,.90346,-.04384,1.05683,1.02112,1.90592,.77151,.99160,2.66671,1.43637,2.13163,.82380,1.17553,.83843,1.41094,1.17331,.90346,-1.09896,-1.42340,.06666,.08903,.08903,.01303,.03603,.06666,.08903,.01303,.03603,.05228,.18576,.03448,.06501,.00146,.02767,.02547,.11276,.00146,.00146,.00146,.02767,.02547,.11276,.02,.05,-.25,.85,.00,.01
161,2,1.00,17.80,6,86,14,1,1,,,.8800,,,.5000,.38,,,1662.00,,,2746.00,-1084.00,4.00000000,4.00000000,5.57142857,5.57142857,4.75000000,4.75000000,5.37500000,5.37500000,4.73913044,4.73913044,999.00,2953.00,2539.00,-414.00,.00255,-.18993,-.13515,.90964,-.96621,-.06966,.07326,.67275,-.55240,2.63032,.97717,.00255,-.18993,-.13515,.90964,-.96621,-.06966,.07326,.67275,-.55240,.82380,-.91125,.02891,.56291,-.56291,-1.02526,-.83808,.85986,.02014,-.75667,.21347,.44623,.05377,-.72071,.19538,1788.53896,-126.53896,.56101,-.25398,2199.70570,546.29430,.84856,.67210,4.68383,-.68383,-.88871,-.84677,5.61694,-.04551,-.08819,-.08447,4.63272,.11728,-.38374,.17530,4.68607,.68893,-.06201,.61918,4.94663,-.20749,-.53610,-.44696,.00255,-.18993,-.13515,.90964,-.96621,-.06966,.07326,.67275,-.55240,.82380,-.91125,.02891,.56291,-.56291,-1.02526,-.83808,,,,.00255,-.18993,-.13515,.90964,-.96621,-.06966,.07326,.67275,-.55240,.82380,-.91125,.02891,-.56291,-.83808,,.00255,-.18993,-.13515,.90964,-.96621,-.06966,.07326,.67275,-.55240,.82380,-.91125,.02891,-.56291,-.83808,,.19555,-1.09428,,,,,,,,,,,,.00018,.00974,.00050,.00042,.00080,.00559,.00050,.00050,.00050,.00042,.00080,.00559,.02,.06,.24,.05,.00,.00
162,2,1.00,18.43,5,50,50,2,2,,,.8182,,,.3750,.44,,,1883.50,,,2267.00,-383.50,5.25000000,5.25000000,6.28571429,6.28571429,4.50000000,4.50000000,4.00000000,4.00000000,5.30434783,5.30434783,999.00,1645.00,2530.00,885.00,-.57081,-.60551,.32342,.31087,.61354,1.25691,-.29723,-.52721,.65079,3.60761,.93529,-.57081,-.60551,.32342,.31087,.61354,1.25691,-.29723,-.52721,.65079,.82380,-.67352,-.78061,-1.41094,1.41094,.95911,1.17331,.88299,-.06479,-.10498,-.68679,.40204,-.02704,-1.06779,-.09827,1808.82161,74.67839,.81632,.14989,2208.13593,58.86407,.89605,.07242,4.90424,.34576,1.12859,.42815,5.70306,.58265,.72787,1.08133,4.95351,-.45351,1.13941,-.67789,4.72428,-.72428,.21865,-.65096,5.15879,.14556,1.15000,.31354,-.57081,-.60551,.32342,.31087,.61354,1.25691,-.29723,-.52721,.65079,.82380,-.67352,-.78061,-1.41094,1.41094,.95911,1.17331,,,,-.57081,-.60551,.32342,.31087,.61354,1.25691,-.29723,-.52721,.65079,.82380,-.67352,-.78061,1.41094,1.17331,,-.57081,-.60551,.32342,.31087,.61354,1.25691,-.29723,-.52721,.65079,.82380,-.67352,-.78061,1.41094,1.17331,,.41084,-.12761,,,,,,,,,,,,.00054,.00001,.01271,.00026,.00064,.00015,.01271,.01271,.01271,.00026,.00064,.00015,.02,.06,-.35,-.37,.00,.00
164,2,1.00,18.60,4,90,10,1,1,,,999.0000,,,999.0000,999.00,,,999.00,,,999.00,999.00,4.37500000,4.37500000,5.66666667,5.66666667,5.12500000,5.12500000,4.50000000,4.50000000,5.00000000,5.00000000,22.00,999.00,999.00,999.00,,,,,-.49228,.10722,.62900,-.09086,.00292,,,,,,,-.49228,.10722,.62900,-.09086,.00292,.82380,-.60937,-1.59012,.78223,-.78223,-1.02526,-.83808,.90664,,.56118,,.53576,,-.01750,,1695.94138,,-.60455,,2094.96136,,.25859,,4.72965,-.35465,-.46938,-.43915,5.79126,-.12459,1.56359,-.23123,4.95144,.17356,1.12958,.25943,4.91318,-.41318,1.60607,-.37135,5.12710,-.12710,.89816,-.27378,,,,,-.49228,.10722,.62900,-.09086,.00292,.82380,-.60937,-1.59012,.78223,-.78223,-1.02526,-.83808,-.90904,,,,,,,-.49228,.10722,.62900,-.09086,.00292,.82380,-.60937,-1.59012,-.78223,-.83808,-.90904,,,,,-.49228,.10722,.62900,-.09086,.00292,.82380,-.60937,-1.59012,-.78223,-.83808,-.90904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,2.00,22.86,6,96,4,1,1,,,1.0000,,,1.0000,.00,,,1329.00,,,1725.00,-396.00,4.75000000,4.75000000,6.42857143,6.42857143,4.87500000,4.87500000,5.50000000,5.50000000,5.30434783,5.30434783,999.00,2520.50,1654.50,-866.00,1.11587,1.47241,-.82456,-.36664,-.01836,1.52222,.25851,.78184,.65079,7.72535,.56204,1.11587,1.47241,-.82456,-.36664,-.01836,1.52222,.25851,.78184,.65079,-.94148,.99817,.02891,1.11121,-1.11121,-1.02526,-.83808,.91519,.08481,.80192,.89896,.70320,.29680,1.29767,1.07849,1644.42085,-315.42085,-1.25305,-.63310,1853.79461,-128.79461,-1.09978,-.15846,4.71990,.03010,-.55861,.03727,5.63145,.79712,.04929,1.47936,4.65437,.22063,-.28095,.32979,4.76252,.73748,.49945,.66282,4.97941,.32494,-.27554,.69993,1.11587,1.47241,-.82456,-.36664,-.01836,1.52222,.25851,.78184,.65079,-.94148,.99817,.02891,1.11121,-1.11121,-1.02526,-.83808,,,,1.11587,1.47241,-.82456,-.36664,-.01836,1.52222,.25851,.78184,.65079,-.94148,.99817,.02891,-1.11121,-.83808,,1.11587,1.47241,-.82456,-.36664,-.01836,1.52222,.25851,.78184,.65079,-.94148,.99817,.02891,-1.11121,-.83808,,-1.09896,-.14486,,,,,,,,,,,,.01180,.00117,.01501,.02160,.00772,.00048,.01501,.01501,.01501,.02160,.00772,.00048,.02,.05,.92,1.28,.02,.03
167,1,1.00,16.30,6,96,4,1,1,,,1.0000,,,.1250,.88,,,2126.00,,,4261.00,-2135.00,4.00000000,4.00000000,5.85714286,5.85714286,4.37500000,4.37500000,6.12500000,6.12500000,4.69565217,4.69565217,999.00,999.00,999.00,999.00,1.11587,-1.43668,.82547,2.80344,-.96621,.46097,-.48248,1.32728,-.64495,11.53378,.24089,1.11587,-1.43668,.82547,2.80344,-.96621,.46097,-.48248,1.32728,-.64495,-.94148,-1.47729,.02891,1.11121,-1.11121,-1.02526,-.83808,.84439,.15561,-1.19238,1.64935,.40398,-.27898,-1.05256,-1.01373,1806.60617,319.39383,.78843,.64107,2276.44895,1984.55105,1.28082,2.44159,4.60711,-.60711,-1.59093,-.75176,5.61321,.24393,-.12352,.45270,4.57221,-.19721,-.67106,-.29478,4.68998,1.43502,-.03328,1.28974,4.89630,-.20065,-.93602,-.43221,1.11587,-1.43668,.82547,2.80344,-.96621,.46097,-.48248,1.32728,-.64495,-.94148,-1.47729,.02891,1.11121,-1.11121,-1.02526,-.83808,,,,1.11587,-1.43668,.82547,2.80344,-.96621,.46097,-.48248,1.32728,-.64495,-.94148,-1.47729,.02891,-1.11121,-.83808,,1.11587,-1.43668,.82547,2.80344,-.96621,.46097,-.48248,1.32728,-.64495,-.94148,-1.47729,.02891,-1.11121,-.83808,,1.88181,-2.54463,,,,,,,,,,,,.06265,.12932,.06384,.02412,.01103,.16003,.06384,.06384,.06384,.02412,.01103,.16003,.02,.06,1.37,-1.22,.04,.03
168,2,1.00,16.60,7,77,23,2,1,,,.8000,,,.3750,.43,,,1388.00,,,1645.00,-257.00,4.62500000,4.62500000,5.42857143,5.42857143,4.00000000,4.00000000,5.25000000,5.25000000,4.65217391,4.65217391,32.00,2477.00,1554.00,-923.00,-.73967,-.60551,-.70241,-.46665,-.17633,-.33497,-1.03822,.56366,-.73750,2.30044,.98578,-.73967,-.60551,-.70241,-.46665,-.17633,-.33497,-1.03822,.56366,-.73750,.82380,-1.36408,.83843,.06945,-.06945,.95911,-.83808,.82733,-.02733,-1.67301,-.28970,.34666,.02834,-1.50281,.10298,1867.92894,-479.92894,1.56032,-.96329,2317.55128,-672.55128,1.51233,-.82744,4.68282,-.05782,-.89795,-.07160,5.52725,-.09868,-.93808,-.18314,4.49255,-.49255,-1.04931,-.73624,4.54933,.70067,-1.06639,.62974,4.86818,-.21600,-1.15954,-.46528,-.73967,-.60551,-.70241,-.46665,-.17633,-.33497,-1.03822,.56366,-.73750,.82380,-1.36408,.83843,.06945,-.06945,.95911,-.83808,-.81609,,,-.73967,-.60551,-.70241,-.46665,-.17633,-.33497,-1.03822,.56366,-.73750,.82380,-1.36408,.83843,-.06945,-.83808,-.81609,-.73967,-.60551,-.70241,-.46665,-.17633,-.33497,-1.03822,.56366,-.73750,.82380,-1.36408,.83843,-.06945,-.83808,-.81609,.34884,.04696,.00781,.03170,.03170,.00976,.00197,.00781,.03170,.00976,.00197,.05296,.10458,.00096,.00152,.00184,.00023,.02193,.01618,.00184,.00184,.00184,.00023,.02193,.01618,.02,.06,-.52,-.37,.01,.00
169,2,1.00,20.27,7,90,10,1,1,1.0000,.9566,.9566,.8750,.8750,.8750,.08,1299.0000,1421.50,1421.50,1912.0000,1761.00,1761.00,-339.50,5.12500000,5.12500000,6.00000000,6.00000000,4.00000000,4.00000000,3.75000000,3.75000000,5.00000000,5.00000000,137.00,2538.33,1762.50,-775.83,.71322,1.05683,-.63305,-.32164,.45556,.72628,-1.03822,-.74539,.00292,5.58388,.78073,.71322,1.05683,-.63305,-.32164,.45556,.72628,-1.03822,-.74539,.00292,.82380,.02082,.83843,.78223,-.78223,-1.02526,-.83808,.86787,.08873,-.53091,.94044,.54807,.32693,.07924,1.18794,1752.47096,-330.97096,.10701,-.66431,2055.22644,-294.22644,.03478,-.36199,4.67971,.44529,-.92644,.55139,5.53803,.46197,-.83596,.85736,4.48427,-.48427,-1.08860,-.72387,4.61655,-.86655,-.57265,-.77882,4.87396,.12604,-1.11360,.27151,.71322,1.05683,-.63305,-.32164,.45556,.72628,-1.03822,-.74539,.00292,.82380,.02082,.83843,.78223,-.78223,-1.02526,-.83808,,,,.71322,1.05683,-.63305,-.32164,.45556,.72628,-1.03822,-.74539,.00292,.82380,.02082,.83843,-.78223,-.83808,,.71322,1.05683,-.63305,-.32164,.45556,.72628,-1.03822,-.74539,.00292,.82380,.02082,.83843,-.78223,-.83808,,-.82099,-.06689,,,,,,,,,,,,.00976,.00003,.01076,.01717,.00578,.00172,.01076,.01076,.01076,.01717,.00578,.00172,.02,.06,.96,1.32,.02,.04
170,1,2.00,23.43,4,100,0,1,1,,,1.0000,,,.6250,.38,,,1615.00,,,1320.00,295.00,6.25000000,6.25000000,5.28571429,5.28571429,5.25000000,5.25000000,3.37500000,3.37500000,5.60869565,5.60869565,999.00,2242.00,1216.33,-1025.67,1.11587,.22566,-.23245,-.87291,1.87733,-.60028,.81425,-1.07265,1.29866,8.17665,.51645,1.11587,.22566,-.23245,-.87291,1.87733,-.60028,.81425,-1.07265,1.29866,-.94148,1.21326,-1.59012,1.33053,-1.33053,-1.02526,-.83808,.95949,.04051,2.04984,.42940,.78223,-.15723,1.91848,-.57133,1557.50965,57.49035,-2.34704,.11539,1763.86894,-443.86894,-1.60629,-.54609,4.76176,1.48824,-.17547,1.84285,5.80513,-.51941,1.69501,-.96397,4.97021,.27979,1.21871,.41822,4.98708,-1.61208,2.14885,-1.44888,5.15697,.45172,1.13556,.97304,1.11587,.22566,-.23245,-.87291,1.87733,-.60028,.81425,-1.07265,1.29866,-.94148,1.21326,-1.59012,1.33053,-1.33053,-1.02526,-.83808,,,,1.11587,.22566,-.23245,-.87291,1.87733,-.60028,.81425,-1.07265,1.29866,-.94148,1.21326,-1.59012,-1.33053,-.83808,,1.11587,.22566,-.23245,-.87291,1.87733,-.60028,.81425,-1.07265,1.29866,-.94148,1.21326,-1.59012,-1.33053,-.83808,,.17851,.80870,,,,,,,,,,,,.02702,.02706,.00901,.01596,.00082,.01848,.00901,.00901,.00901,.01596,.00082,.01848,.02,.05,.92,.01,.02,.00
171,1,1.00,18.30,6,93,7,1,1,,,.9167,,,.7500,.17,,,1317.50,,,1756.00,-438.50,6.00000000,6.00000000,6.00000000,6.00000000,5.37500000,5.37500000,5.62500000,5.62500000,5.78260870,5.78260870,174.00,2478.33,1484.67,-993.66,.34304,.64124,-.84837,1.23340,1.56138,.72628,.99949,.89093,1.66887,4.34915,.88697,.34304,.64124,-.84837,-.32789,1.56138,.72628,.99949,.89093,1.66887,-.94148,-.72257,.02891,.94672,-.94672,-1.02526,-.83808,.86576,.05094,-.59045,.53993,.48736,.26264,-.39769,.95437,1762.86478,-445.36478,.23784,-.89392,2153.56100,-397.56100,.58865,-.48912,4.65677,1.34323,-1.13635,1.66328,5.61864,.38136,-.07209,.70775,4.60978,.76522,-.49269,1.14382,4.70595,.91905,.08398,.82601,4.93104,.85157,-.65998,1.83434,.34304,.64124,-.84837,-.32789,1.56138,.72628,.99949,.89093,1.66887,-.94148,-.72257,.02891,.94672,-.94672,-1.02526,-.83808,-.55583,,,.34304,.64124,-.84837,-.32789,1.56138,.72628,.99949,.89093,1.66887,-.94148,-.72257,.02891,-.94672,-.83808,-.55583,.34304,.64124,-.84837,-.32789,1.56138,.72628,.99949,.89093,1.66887,-.94148,-.72257,.02891,-.94672,-.83808,-.55583,-.53108,-.20351,.02373,.00039,.00039,.00597,.02665,.02373,.00039,.00597,.02665,.03109,.02025,.00768,.00006,.00354,.01105,.01109,.00332,.00354,.00354,.00354,.01105,.01109,.00332,.02,.06,.58,.90,.01,.02
172,1,2.00,20.90,7,96,4,1,1,,,.6190,,,.2500,.37,,,1456.00,,,1837.00,-381.00,4.62500000,4.62500000,5.57142857,5.57142857,3.87500000,3.87500000,5.12500000,5.12500000,4.65217391,4.65217391,60.00,999.00,999.00,999.00,-2.41893,-1.02110,-.56163,-.22664,-.17633,-.06966,-1.22346,.45458,-.73750,8.43389,.49108,-2.41893,-1.02110,-.56163,-.22664,-.17633,-.06966,-1.22346,.45458,-.73750,-.94148,.25855,.83843,1.11121,-1.11121,-1.02526,-.83808,.87511,-.25611,-.32720,-2.71459,.59251,-.34251,.42828,-1.24458,1725.48453,-269.48453,-.23268,-.54090,2002.69599,-165.69599,-.26109,-.20386,4.65998,-.03498,-1.10700,-.04332,5.54004,.03138,-.81686,.05825,4.46713,-.59213,-1.17000,-.88509,4.63581,.48919,-.43116,.43966,4.86315,-.21097,-1.19951,-.45445,-2.41893,-1.02110,-.56163,-.22664,-.17633,-.06966,-1.22346,.45458,-.73750,-.94148,.25855,.83843,1.11121,-1.11121,-1.02526,-.83808,,,,-2.41893,-1.02110,-.56163,-.22664,-.17633,-.06966,-1.22346,.45458,-.73750,-.94148,.25855,.83843,-1.11121,-.83808,,-2.41893,-1.02110,-.56163,-.22664,-.17633,-.06966,-1.22346,.45458,-.73750,-.94148,.25855,.83843,-1.11121,-.83808,,.15807,-.12416,,,,,,,,,,,,.00173,.00033,.12105,.02544,.00509,.00072,.12105,.12105,.12105,.02544,.00509,.00072,.02,.05,-2.66,-1.26,.13,.03
173,1,1.00,19.80,7,89,11,1,1,.8750,.8750,.8750,.7500,.7500,.7500,.13,3105.5000,3105.50,3105.50,1659.0000,1659.00,1659.00,1446.50,4.37500000,4.37500000,5.28571429,5.28571429,5.12500000,5.12500000,2.37500000,2.37500000,4.91304348,4.91304348,999.00,2580.00,1365.33,-1214.67,-.04384,.64124,2.85333,-.44915,-.49228,-.60028,.62900,-1.94536,-.18219,14.34521,.11056,-.04384,.64124,2.85333,-.44915,-.49228,-.60028,.62900,-1.94536,-.18219,-.94148,-.15654,.83843,.72740,-.72740,-1.02526,-.83808,.86273,.01227,-.67582,.13005,.52402,.22598,-.10970,.82114,1765.99273,1339.50727,.27722,2.68860,2087.49810,-428.49810,.21655,-.52718,4.67672,-.30172,-.95378,-.37361,5.53668,-.25096,-.84876,-.46576,4.48256,.64244,-1.09674,.96030,4.60930,-2.23430,-.62587,-2.00811,4.87113,.04191,-1.13604,.09028,-.04384,.64124,2.85333,-.44915,-.49228,-.60028,.62900,-1.94536,-.18219,-.94148,-.15654,.83843,.72740,-.72740,-1.02526,-.83808,,,,-.04384,.64124,2.85333,-.44915,-.49228,-.60028,.62900,-1.94536,-.18219,-.94148,-.15654,.83843,-.72740,-.83808,,-.04384,.64124,2.85333,-.44915,-.49228,-.60028,.62900,-1.94536,-.18219,-.94148,-.15654,.83843,-.72740,-.83808,,-.67314,2.39774,,,,,,,,,,,,.00768,.07007,.00020,.00802,.09327,.00359,.00020,.00020,.00020,.00802,.09327,.00359,.02,.06,.19,.90,.00,.02
175,2,1.00,17.17,7,62,38,2,2,,,.8261,,,.1667,.66,,,1391.00,,,2370.00,-979.00,5.14285714,5.14285714,5.00000000,5.00000000,3.37500000,3.37500000,6.00000000,6.00000000,4.45454546,4.45454546,999.00,999.00,999.00,999.00,-.49752,-1.29805,-.69620,.43963,.47813,-1.13091,-1.96445,1.21819,-1.15820,15.04636,.08967,-.49752,-1.29805,-.69620,.43963,.47813,-1.13091,-1.96445,1.21819,-1.15820,.82380,-1.14899,.83843,-.75299,.75299,.95911,1.17331,.83240,-.00630,-1.53018,-.06679,.33340,-.16670,-1.60692,-.60575,1882.36339,-491.36339,1.74202,-.98624,2310.67717,59.32283,1.47361,.07298,4.76902,.37384,-.10900,.46291,5.52817,-.52817,-.92933,-.98023,4.56227,-1.18727,-.71825,-1.77469,4.52488,1.47512,-1.24592,1.32578,4.92238,-.46783,-.72881,-1.00774,-.49752,-1.29805,-.69620,.43963,.47813,-1.13091,-1.96445,1.21819,-1.15820,.82380,-1.14899,.83843,-.75299,.75299,.95911,1.17331,,,,-.49752,-1.29805,-.69620,.43963,.47813,-1.13091,-1.96445,1.21819,-1.15820,.82380,-1.14899,.83843,.75299,1.17331,,-.49752,-1.29805,-.69620,.43963,.47813,-1.13091,-1.96445,1.21819,-1.15820,.82380,-1.14899,.83843,.75299,1.17331,,1.14735,-.94938,,,,,,,,,,,,.00853,.01342,.00010,.00860,.02478,.00014,.00010,.00010,.00010,.00860,.02478,.00014,.02,.06,-.27,-1.07,.00,.02
176,1,1.00,17.30,7,80,20,2,1,,,.7727,,,.4286,.34,,,1625.50,,,1933.50,-308.00,4.75000000,4.75000000,5.71428571,5.71428571,4.25000000,4.25000000,5.87500000,5.87500000,4.86956217,4.86956217,999.00,1698.00,2169.00,471.00,-.99295,-.42731,-.21071,-.10601,-.01836,.19566,-.66772,1.10910,-.27475,2.63830,.97693,-.99295,-.42731,-.21071,-.10601,-.01836,.19566,-.66772,1.10910,-.27475,-.94148,-1.09993,.83843,.23394,-.23394,.95911,-.83808,.83510,-.06240,-1.45411,-.66143,.38644,.04216,-1.19036,.15320,1844.91723,-219.41723,1.27067,-.44041,2266.48089,-332.98089,1.22467,-.40967,4.67958,.07042,-.92765,.08720,5.52933,.18496,-.91838,.34325,4.48880,-.23880,-1.06711,-.35695,4.56322,1.31178,-.96438,1.17898,4.86765,.00191,-1.16373,.00412,-.99295,-.42731,-.21071,-.10601,-.01836,.19566,-.66772,1.10910,-.27475,-.94148,-1.09993,.83843,.23394,-.23394,.95911,-.83808,,,,-.99295,-.42731,-.21071,-.10601,-.01836,.19566,-.66772,1.10910,-.27475,-.94148,-1.09993,.83843,-.23394,-.83808,,-.99295,-.42731,-.21071,-.10601,-.01836,.19566,-.66772,1.10910,-.27475,-.94148,-1.09993,.83843,-.23394,-.83808,,.07325,-.02342,,,,,,,,,,,,.00268,.00042,.00759,.00041,.00366,.00317,.00759,.00759,.00759,.00041,.00366,.00317,.02,.06,-.78,-.19,.01,.00
