tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,9,22,14,55,22,2743,134,23,male,1,prr,,1,0,8128,8128,8128,elephant4,right,0,none,none,none,none,,,1,none,,,,,,,,ap
alexandra,24m2h,2024,9,22,14,55,35,2743,134,23,male,1,prr,,1,0,2999,2999,2999,bus,,0,,,,,,,1,,,,,,,,,
alexandra,24m2h,2024,9,22,14,55,42,2743,134,23,male,1,tpr,prpt,1,0,1908,2301,2301,elephant4,,1,,,,,,,1,,2301,,2301,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,55,48,2743,134,23,male,2,tpr,prpt,1,0,1460,1460,1460,bus,,1,,,,,,,1,,1460,,1460,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,55,54,2743,134,23,male,3,tpr,prpt,1,0,1288,1288,1288,apple,,1,,,,,,,1,,1288,,1288,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,55,59,2743,134,23,male,4,tpr,prpt,1,0,1360,1360,1360,flower,,1,,,,,,,1,,1360,,1360,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,56,5,2743,134,23,male,5,tpr,prpt,1,0,1423,1423,1423,bus,,1,,,,,,,1,,1423,,1423,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,56,11,2743,134,23,male,6,tpr,inhb,0,0,1443,1443,1443,owl,,1,,,,,,,1,,1443,,,inhb,0,,,
alexandra,24m2h,2024,9,22,14,56,17,2743,134,23,male,7,tpr,inhb,1,0,1492,1492,1492,flower,,1,,,,,,,1,,1492,1492,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,56,22,2743,134,23,male,8,tpr,prpt,1,0,1635,1635,1635,apple,,1,,,,,,,1,,1635,,1635,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,56,28,2743,134,23,male,9,tpr,prpt,1,0,1275,1275,1275,bus,,1,,,,,,,1,,1275,,1275,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,56,34,2743,134,23,male,10,tpr,inhb,1,0,1370,1370,1370,bus,,1,,,,,,,1,,1370,1370,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,56,39,2743,134,23,male,11,tpr,inhb,1,0,2159,2159,2159,elephant2,,1,,,,,,,1,,2159,2159,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,56,45,2743,134,23,male,12,tpr,prpt,1,0,1386,1386,1386,elephant2,,1,,,,,,,1,,1386,,1356,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,56,51,2743,134,23,male,13,tpr,prpt,1,0,1118,1119,1119,elephant4,,1,,,,,,,1,,1119,,1119,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,56,56,2743,134,23,male,14,tpr,prpt,1,0,1327,1327,1327,owl,,1,,,,,,,1,,1327,,1327,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,57,2,2743,134,23,male,15,tpr,inhb,1,0,1565,7242,7242,elephant,,1,,,,,y,c,1,,1249,1249,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,57,13,2743,134,23,male,16,tpr,prpt,1,0,1449,1450,1450,elephant4,,1,,,,,,,1,,1450,,1450,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,57,19,2743,134,23,male,17,tpr,prpt,1,0,1469,1469,1469,elephant4,,1,,,,,,,1,,1469,,1469,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,57,24,2743,134,23,male,18,tpr,prpt,1,0,1116,1116,1116,owl,,1,,,,,,,1,,1116,,1116,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,57,29,2743,134,23,male,19,tpr,prpt,1,0,1414,4566,4566,owl,,1,,,,,y,c,1,,1065,,1065,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,57,38,2743,134,23,male,20,tpr,prpt,1,0,1224,1224,1224,flower,,1,,,,,,,1,,1224,,1224,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,57,43,2743,134,23,male,21,tpr,inhb,1,0,1308,1308,1308,elephant2,,1,,,,,,,1,,1308,1308,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,57,49,2743,134,23,male,22,tpr,inhb,1,0,1285,1634,1634,owl,,1,,,,,,,1,,1017,1017,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,57,54,2743,134,23,male,23,tpr,prpt,1,0,1816,1816,1816,apple,,1,,,,,,,1,,1816,,1816,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,0,2743,134,23,male,24,tpr,prpt,1,0,1364,1754,1754,apple,,1,,,,,,,1,,1754,,1754,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,6,2743,134,23,male,25,tpr,prpt,1,0,10289,10289,10289,owl,,1,,,,,,,0,,10289,,,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,21,2743,134,23,male,26,tpr,prpt,1,0,1672,1672,1672,bus,,1,,,,,,,1,,1672,,1672,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,27,2743,134,23,male,27,tpr,prpt,1,0,1655,1656,1656,elephant2,,1,,,,,,,1,,1656,,1656,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,32,2743,134,23,male,28,tpr,inhb,1,0,2303,2778,2778,elephant,,1,,,,,,,1,,2257,2257,,inhb,1,,1,
alexandra,24m2h,2024,9,22,14,58,39,2743,134,23,male,29,tpr,prpt,1,0,1570,1570,1570,elephant4,,1,,,,,,,1,,1570,,1570,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,45,2743,134,23,male,30,tpr,prpt,1,0,6109,6799,6799,apple,,1,,,,,,,0,,5897,,,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,58,56,2743,134,23,male,31,tpr,prpt,1,0,1839,1839,1839,elephant4,,1,,,,,,,1,,1839,,1839,prpt,1,1,,
alexandra,24m2h,2024,9,22,14,59,2,2743,134,23,male,32,tpr,prpt,1,0,1094,1094,1094,flower,,1,,,,,,,1,,1094,,1094,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,1436.5,,,24/24,7 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.875,
