tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,8,15,13,12,32,2667,132,21,female,1,prl,,1,0,52282,52283,52283,elephant2,left,1,none,none,none,none,none,none,0,52283,,,,1,,,AP
alexandra,24m2h,2024,8,15,13,13,30,2667,132,21,female,1,prl,,1,0,3460,3460,3460,apple,,1,,,,,,,1,3460,,,,1,,,
alexandra,24m2h,2024,8,15,13,14,23,2667,132,21,female,1,prl,,1,0,2657,2657,2657,elephant,,1,,,,,,,1,2657,,,,1,,,
alexandra,24m2h,2024,8,15,13,14,31,2667,132,21,female,1,tpl,prpt,0,0,595,595,595,elephant4,,1,,,,,,,1,595,,,prpt,0,,,
alexandra,24m2h,2024,8,15,13,14,39,2667,132,21,female,2,tpl,prpt,1,0,367,367,367,owl,,1,,,,,,,1,367,,367,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,14,44,2667,132,21,female,3,tpl,prpt,0,0,1342,1342,1342,flower,,1,,,,,,,1,1342,,,prpt,0,,,
alexandra,24m2h,2024,8,15,13,14,50,2667,132,21,female,4,tpl,inhb,0,0,1180,1620,1620,elephant4,,1,,,,,,,1,1620,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,15,3,2667,132,21,female,5,tpl,inhb,0,0,1360,1360,1360,elephant2,,1,,,,,,,1,1360,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,15,11,2667,132,21,female,6,tpl,prpt,1,0,2321,2454,2454,owl,,1,,,,,,,1,2454,,2454,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,15,17,2667,132,21,female,7,tpl,inhb,1,0,1335,1335,1335,flower,,1,,,,,,,1,1335,1335,,inhb,1,,1,
alexandra,24m2h,2024,8,15,13,15,23,2667,132,21,female,8,tpl,prpt,1,0,1793,1794,1794,bus,,1,,,,,,,1,1794,,1794,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,15,29,2667,132,21,female,9,tpl,inhb,0,0,1663,1684,1684,elephant,,1,,,,,,,1,1684,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,15,37,2667,132,21,female,10,tpl,prpt,0,0,619,619,619,bus,,1,,,,,,,1,619,,,prpt,0,,,
alexandra,24m2h,2024,8,15,13,15,45,2667,132,21,female,11,tpl,prpt,1,0,1643,1643,1643,owl,,1,,,,,,,1,1643,,1643,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,15,51,2667,132,21,female,12,tpl,prpt,1,0,1590,1590,1590,elephant4,,1,,,,,,,1,1590,,1590,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,15,57,2667,132,21,female,13,tpl,prpt,1,0,1449,1490,1490,elephant4,,1,,,,,,,1,1490,,1490,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,16,2,2667,132,21,female,14,tpl,prpt,1,0,123,423,423,flower,,1,,,,,,,1,423,,423,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,16,7,2667,132,21,female,15,tpl,inhb,0,0,2844,2901,2901,owl,,1,,,,,,,1,2901,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,16,22,2667,132,21,female,16,tpl,prpt,0,0,1742,1742,1742,elephant,,1,,,,,,,1,1742,,,prpt,0,,,
alexandra,24m2h,2024,8,15,13,16,32,2667,132,21,female,17,tpl,prpt,1,0,5387,5388,5388,elephant2,,1,,,,,,,0,5388,,,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,16,42,2667,132,21,female,18,tpl,prpt,1,0,1761,1761,1761,elephant2,,1,,,,,,,1,1761,,1761,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,16,48,2667,132,21,female,19,tpl,prpt,1,0,1366,1448,1448,apple,,1,,,,,,,1,1448,,1448,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,16,53,2667,132,21,female,20,tpl,prpt,1,0,3777,3777,3777,owl,,1,,,,,,,1,3777,,3777,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,17,1,2667,132,21,female,21,tpl,inhb,0,0,1642,1642,1642,elephant4,,1,,,,,,,1,1642,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,17,21,2667,132,21,female,22,tpl,prpt,1,0,3342,3343,3343,apple,,1,,,,,,,1,3343,,3343,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,17,28,2667,132,21,female,23,tpl,prpt,1,0,3356,3356,3356,owl,,1,,,,,,,1,3356,,3356,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,17,36,2667,132,21,female,24,tpl,prpt,1,0,1533,1533,1533,flower,,1,,,,,,,1,1533,,1533,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,17,41,2667,132,21,female,25,tpl,prpt,1,0,1605,1605,1605,elephant,,1,,,,,,,1,1605,,1605,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,17,47,2667,132,21,female,26,tpl,prpt,1,0,1898,1913,1913,elephant,,1,,,,,,,1,1913,,1913,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,17,53,2667,132,21,female,27,tpl,inhb,0,0,1624,1624,1624,apple,,1,,,,,,,1,1624,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,18,2,2667,132,21,female,28,tpl,prpt,1,0,2811,2834,2834,elephant4,,1,,,,,,,1,2834,,2834,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,18,9,2667,132,21,female,29,tpl,prpt,1,0,10170,23626,23626,bus,,1,,,,,,,0,23626,,,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,18,37,2667,132,21,female,30,tpl,prpt,1,0,1443,1443,1443,flower,,1,,,,,,,1,1443,,1443,prpt,1,1,,
alexandra,24m2h,2024,8,15,13,18,43,2667,132,21,female,31,tpl,inhb,0,0,7860,7951,7951,flower,,1,,,,,,,0,7951,,,inhb,0,,,
alexandra,24m2h,2024,8,15,13,19,32,2667,132,21,female,32,tpl,prpt,0,0,544,1060,1060,bus,,1,,,,,,,1,1060,,,prpt,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335,1643,,,19/24,1 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7917,0.125,
