tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,8,14,14,12,17,2666,133,24,female,25,tpr,prpt,1,0,1100,1115,1115,flower,,1,,,,,,,1,1115,,1115,prpt,1,1,,
alexandra,24m2h,2024,8,14,14,12,23,2666,133,24,female,26,tpr,prpt,1,0,1375,1375,1375,elephant4,,1,,,,,,,1,1375,,1375,prpt,1,1,,
alexandra,24m2h,2024,8,14,14,12,28,2666,133,24,female,27,tpr,inhb,1,0,1545,1577,1577,elephant4,,1,,,,,,,1,1577,1577,,inhb,1,,1,
alexandra,24m2h,2024,8,14,14,12,34,2666,133,24,female,28,tpr,prpt,1,0,1288,1352,1352,elephant2,,1,,,,,,,1,1352,,1352,prpt,1,1,,
alexandra,24m2h,2024,8,14,14,12,40,2666,133,24,female,29,tpr,prpt,1,0,1334,1334,1334,elephant2,,1,,,,,,,1,1334,,1334,prpt,1,1,,
alexandra,24m2h,2024,8,14,14,12,45,2666,133,24,female,30,tpr,prpt,1,0,1032,1032,1032,bus,,1,,,,,,,1,1032,,1032,prpt,1,1,,
alexandra,24m2h,2024,8,14,14,12,50,2666,133,24,female,31,tpr,prpt,1,0,1244,1244,1244,owl,,1,,,,,,,1,1244,,1244,prpt,1,1,,
alexandra,24m2h,2024,8,14,14,12,56,2666,133,24,female,32,tpr,prpt,1,0,1329,1329,1329,elephant2,,1,,,,,,,1,1329,,1329,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663,1408,,,24/24,7 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.875,
