tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,11,23,15,3,5,2795,156,18,female,13,tpl,inhb,0,0,2066,2066,2066,elephant,,1,,,,,,,1,,2066,,,inhb,0,,,
alexandra,24m2h,2024,11,23,15,3,14,2795,156,18,female,14,tpl,inhb,1,0,2229,2230,2230,apple,,1,,,,,,,1,,2230,2230,,inhb,1,,1,
alexandra,24m2h,2024,11,23,15,3,20,2795,156,18,female,15,tpl,prpt,0,0,141,142,142,owl,,0,3,,,,,,1,,142,,,prpt,0,,,
alexandra,24m2h,2024,11,23,15,3,27,2795,156,18,female,16,tpl,prpt,0,0,1316,1957,1957,bus,,1,,,,,,,1,,1957,,1957,prpt,0,,,
alexandra,24m2h,2024,11,23,15,3,35,2795,156,18,female,17,tpl,inhb,1,0,1361,1719,1719,owl,,1,,,,,,,1,,1719,1719,,inhb,1,,1,
alexandra,24m2h,2024,11,23,15,3,41,2795,156,18,female,18,tpl,prpt,1,0,4624,4624,4624,elephant2,,1,,,,,,,1,,4624,,4624,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,3,49,2795,156,18,female,19,tpl,prpt,1,0,2824,2824,2824,elephant,,1,,,,,,,1,,2824,,2824,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,3,56,2795,156,18,female,20,tpl,prpt,1,0,3575,3576,3576,elephant2,,1,,,,,,,1,,3576,,3576,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,4,4,2795,156,18,female,21,tpl,inhb,1,0,1566,1567,1567,elephant4,,1,,,,,,,1,,1567,1567,,inhb,1,,1,
alexandra,24m2h,2024,11,23,15,4,10,2795,156,18,female,22,tpl,inhb,1,0,1025,1384,1384,elephant2,,1,,,,,,,1,,1384,1384,,inhb,1,,1,
alexandra,24m2h,2024,11,23,15,4,16,2795,156,18,female,23,tpl,prpt,0,0,2767,2767,2767,elephant2,,1,,,,,,,1,,2767,,,prpt,0,,,
alexandra,24m2h,2024,11,23,15,4,25,2795,156,18,female,24,tpl,prpt,0,0,722,4215,4215,apple,,1,,,,,,,1,,4215,,,prpt,0,,,
alexandra,24m2h,2024,11,23,15,4,35,2795,156,18,female,25,tpl,prpt,0,0,1310,1310,1310,owl,,1,,,,,,,1,,1310,,,prpt,0,,,
alexandra,24m2h,2024,11,23,15,4,41,2795,156,18,female,26,tpl,prpt,1,0,4821,6614,6614,owl,,1,,,,,,,0,,6614,,,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,4,52,2795,156,18,female,27,tpl,inhb,0,0,609,609,609,elephant,,1,,,,,,,1,,609,,,inhb,0,,,
alexandra,24m2h,2024,11,23,15,5,1,2795,156,18,female,28,tpl,prpt,1,0,2486,2486,2486,elephant2,,1,,,,,,,1,,2486,,2486,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,5,7,2795,156,18,female,29,tpl,prpt,1,0,1942,1942,1942,elephant,,1,,,,,,,1,,1942,,1942,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,5,13,2795,156,18,female,30,tpl,prpt,1,0,1535,1535,1535,owl,,1,,,,,,,1,,1535,,1535,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,5,19,2795,156,18,female,31,tpl,prpt,1,0,4937,5404,5404,elephant,,1,,,,,,,0,,5404,,,prpt,1,1,,
alexandra,24m2h,2024,11,23,15,5,28,2795,156,18,female,32,tpl,prpt,1,0,9564,9647,9647,bus,,1,,,,,,,0,,9647,,,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699,2346,,,17 out 23,5 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7391,0.625,
