tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2025,4,12,15,43,41,2964,175,17,male,1,prl,,1,0,65246,65246,65246,elephant,left,1,,none,none,none,none,none,0,none,65246,,,,1,,,ap
alexandra,24m2h,2025,4,12,15,44,51,2964,175,17,male,1,prl,,1,0,8175,8175,8175,apple,,1,,,,,,,0,,8175,,,,1,,,
alexandra,24m2h,2025,4,12,15,45,3,2964,175,17,male,1,prl,,1,0,6972,6972,6972,owl,,1,,,,,,,0,,6972,,,,1,,,
alexandra,24m2h,2025,4,12,15,45,15,2964,175,17,male,1,prl,,1,0,3144,3144,3144,elephant2,,1,,,,,,,1,,3144,,,,1,,,
alexandra,24m2h,2025,4,12,15,45,22,2964,175,17,male,1,tpl,prpt,1,0,3563,3563,3563,owl,,1,,,,,,,1,,3563,,3563,prpt,1,1,,
alexandra,24m2h,2025,4,12,15,45,30,2964,175,17,male,2,tpl,prpt,1,0,1936,1936,1936,bus,,1,,,,,,,1,,1936,,1936,prpt,1,1,,
alexandra,24m2h,2025,4,12,15,45,36,2964,175,17,male,3,tpl,prpt,1,0,1743,1743,1743,elephant,,1,,,,,,,1,,1743,,1743,prpt,1,1,,
alexandra,24m2h,2025,4,12,15,45,42,2964,175,17,male,4,tpl,prpt,1,0,7,7,7,elephant4,,0,3,,,,,,1,,7,,,prpt,1,,,
alexandra,24m2h,2025,4,12,15,45,46,2964,175,17,male,5,tpl,prpt,1,0,1565,1565,1565,elephant2,,1,,,,,,,1,,1565,,1565,prpt,1,1,,
alexandra,24m2h,2025,4,12,15,45,52,2964,175,17,male,6,tpl,inhb,0,0,2068,2068,2068,apple,,1,,,,,,,1,,2068,,,inhb,0,,,
alexandra,24m2h,2025,4,12,15,46,1,2964,175,17,male,7,tpl,prpt,1,0,1391,1391,1391,elephant2,,1,,,,,,,1,,1391,,1391,prpt,1,1,,
alexandra,24m2h,2025,4,12,15,46,7,2964,175,17,male,8,tpl,prpt,1,0,2140,2140,2140,bus,,1,,,,,,,1,,2140,,2140,prpt,1,1,,
