tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,11,16,16,57,50,2780,141,16,male,1,prr,,1,0,48891,51160,51160,elephant4,right,1,,none,none,none,none,none,0,none,51160,,,,1,,,ap
alexandra,24m2h,2024,11,16,16,58,54,2780,141,16,male,1,prr,,1,0,5848,5848,5848,bus,,1,,,,,,,0,,5848,,,,1,,,
alexandra,24m2h,2024,11,16,16,59,5,2780,141,16,male,1,prr,,1,0,6147,6147,6147,elephant,,1,,,,,,,0,,6147,,,,1,,,
alexandra,24m2h,2024,11,16,16,59,17,2780,141,16,male,1,tpr,prpt,1,0,3504,3737,3737,elephant,,1,,,,,,,1,,3737,,3737,prpt,1,1,,
alexandra,24m2h,2024,11,16,16,59,25,2780,141,16,male,2,tpr,prpt,1,0,16769,16769,16769,elephant4,,1,9,,,,,,0,,16769,,,prpt,1,,,
alexandra,24m2h,2024,11,16,16,59,46,2780,141,16,male,3,tpr,prpt,1,0,2758,2782,2782,owl,,1,,,,,,,1,,2782,,2782,prpt,1,1,,
alexandra,24m2h,2024,11,16,16,59,53,2780,141,16,male,4,tpr,inhb,0,0,6548,6548,6548,elephant2,,1,,,,,,,0,,6548,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,0,7,2780,141,16,male,5,tpr,prpt,1,0,5696,6995,6995,elephant4,,1,,,,,,,0,,6995,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,0,18,2780,141,16,male,6,tpr,inhb,0,0,2527,3326,3326,elephant4,,1,,,,,,,1,,3326,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,0,57,2780,141,16,male,7,tpr,prpt,1,0,2298,3897,3897,bus,,1,,,,,,,1,,3897,,3897,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,1,5,2780,141,16,male,8,tpr,prpt,1,0,11784,15625,15625,elephant2,,1,,,,,,,0,,15625,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,1,25,2780,141,16,male,9,tpr,prpt,1,0,4029,4029,4029,bus,,1,,,,,,,1,,4029,,4029,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,1,33,2780,141,16,male,10,tpr,prpt,1,0,13003,13060,13060,elephant4,,1,,,,,,,0,,13060,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,1,50,2780,141,16,male,11,tpr,prpt,1,0,12932,13381,13381,apple,,1,,,,,,,0,,13381,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,2,8,2780,141,16,male,12,tpr,inhb,0,0,9891,10740,10740,owl,,1,,,,,,,0,,10740,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,2,35,2780,141,16,male,13,tpr,prpt,1,0,6447,6504,6504,elephant4,,1,,,,,,,0,,6504,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,2,45,2780,141,16,male,14,tpr,prpt,1,0,7214,7245,7245,apple,,1,,,,,,,0,,7245,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,2,57,2780,141,16,male,15,tpr,prpt,1,0,6818,6933,6933,elephant,,1,,,,,,,0,,6933,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,3,8,2780,141,16,male,16,tpr,inhb,0,0,7030,7030,7030,bus,,1,,,,,,,0,,7030,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,3,23,2780,141,16,male,17,tpr,prpt,1,0,5014,5580,5580,elephant,,1,,,,,,,0,,5580,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,3,33,2780,141,16,male,18,tpr,inhb,1,0,3910,4167,4167,owl,,1,,,,,,,1,,4167,4167,,inhb,1,,1,
alexandra,24m2h,2024,11,16,17,3,41,2780,141,16,male,19,tpr,prpt,1,0,7163,7263,7263,elephant4,,1,,,,,,,0,,7263,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,3,52,2780,141,16,male,20,tpr,prpt,1,0,4064,4079,4079,flower,,1,,,,,,,1,,4079,,4079,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,4,1,2780,141,16,male,21,tpr,prpt,1,0,8027,8418,8418,elephant2,,1,,,,,,,0,,8418,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,4,13,2780,141,16,male,22,tpr,prpt,1,0,8387,8444,8444,bus,,1,,,,,,,0,,8444,,,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,4,26,2780,141,16,male,23,tpr,inhb,0,0,1846,1846,1846,elephant2,,1,,,,,,,1,,1846,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,4,36,2780,141,16,male,24,tpr,inhb,0,0,1901,2107,2107,apple,,1,,,,,,,1,,2107,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,4,45,2780,141,16,male,25,tpr,prpt,1,0,2978,3026,3026,bus,,1,,,,,,,1,,3026,,3026,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,4,52,2780,141,16,male,26,tpr,prpt,1,0,1594,1643,1643,owl,,1,,,,,,,1,,1643,,1643,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,4,58,2780,141,16,male,27,tpr,prpt,1,0,1533,1557,1557,bus,,1,,,,,,,1,,1557,,1557,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,5,4,2780,141,16,male,28,tpr,prpt,1,0,1483,1740,1740,elephant4,,1,,,,,,,1,,1740,,1740,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,5,10,2780,141,16,male,29,tpr,inhb,0,0,3183,3640,3640,elephant,,1,,,,,,,1,,3640,,,inhb,0,,,
alexandra,24m2h,2024,11,16,17,5,20,2780,141,16,male,30,tpr,prpt,1,0,4030,4320,4320,elephant,,1,,,,,,,1,,4320,,4320,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,5,29,2780,141,16,male,31,tpr,prpt,1,0,1291,1465,1465,elephant4,,1,,,,,,,1,,1465,,1465,prpt,1,1,,
alexandra,24m2h,2024,11,16,17,5,34,2780,141,16,male,32,tpr,prpt,1,0,2037,2078,2078,flower,,1,,,,,,,1,,2078,,2078,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4167,2904,,,23 out of 23,1 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.125,
