tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,6,22,15,3,27,2551,108,18,male,8,tpl,prpt,1,0,392,392,392,bus,,1,,,,,,,1,,392,,392,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,3,31,2551,108,18,male,9,tpl,prpt,1,0,1664,1664,1664,apple,,1,,,,,,,1,,1664,,1664,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,3,37,2551,108,18,male,10,tpl,prpt,0,0,1908,1908,1908,flower,,1,,,,,,,1,,1908,,,prpt,0,,,
alexandra,24m2h,2024,6,22,15,3,45,2551,108,18,male,11,tpl,inhb,1,0,1441,1441,1441,elephant,,1,,,,,,,1,,1441,1441,,inhb,1,,1,
alexandra,24m2h,2024,6,22,15,3,50,2551,108,18,male,12,tpl,prpt,0,0,1482,1482,1482,elephant2,,1,,,,,,,1,,1482,,,prpt,0,,,
alexandra,24m2h,2024,6,22,15,3,58,2551,108,18,male,13,tpl,prpt,1,0,6717,6717,6717,apple,,1,,,,,,,0,,6717,,,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,4,9,2551,108,18,male,14,tpl,prpt,0,0,16828,16829,16829,owl,,1,,,,,,,0,,16829,,,prpt,0,,,
alexandra,24m2h,2024,6,22,15,4,30,2551,108,18,male,15,tpl,prpt,1,0,1472,1472,1472,elephant2,,1,,,,,,,1,,1472,,1472,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,4,36,2551,108,18,male,16,tpl,inhb,1,0,1931,1931,1931,apple,,1,,,,,,,1,,1931,1931,,inhb,1,,1,
alexandra,24m2h,2024,6,22,15,4,42,2551,108,18,male,17,tpl,inhb,1,0,2890,4957,4957,elephant2,,1,,,,,,,1,,4957,4957,,inhb,1,,1,
alexandra,24m2h,2024,6,22,15,4,51,2551,108,18,male,18,tpl,prpt,1,0,2722,2723,2723,apple,,1,,,,,,,1,,2723,,2723,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,4,58,2551,108,18,male,19,tpl,prpt,1,0,1797,1797,1797,elephant2,,1,,,,,,,1,,1797,,1797,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,5,4,2551,108,18,male,20,tpl,prpt,0,0,25414,25414,25414,owl,,1,9,,,,,,0,,25414,,,prpt,0,,,
alexandra,24m2h,2024,6,22,15,5,37,2551,108,18,male,21,tpl,inhb,0,0,1465,1465,1465,flower,,1,,,,,,,1,,1465,,,inhb,0,,,
alexandra,24m2h,2024,6,22,15,5,45,2551,108,18,male,22,tpl,prpt,0,0,1448,1449,1449,apple,,1,,,,,,,1,,1449,,,prpt,0,,,
alexandra,24m2h,2024,6,22,15,5,54,2551,108,18,male,23,tpl,prpt,1,0,7989,7989,7989,apple,,1,,,,,,,0,,7989,,,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,6,6,2551,108,18,male,24,tpl,prpt,1,0,3473,3473,3473,elephant,,1,,,,,,,1,,3473,,3473,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,6,14,2551,108,18,male,25,tpl,prpt,1,0,2726,2726,2726,elephant4,,1,,,,,,,1,,2726,,2726,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,6,21,2551,108,18,male,26,tpl,prpt,1,0,2055,2056,2056,elephant4,,1,,,,,,,1,,2056,,2056,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,6,27,2551,108,18,male,27,tpl,inhb,0,0,1632,2014,2014,elephant,,1,,,,,,,1,,2014,,,inhb,0,,,
alexandra,24m2h,2024,6,22,15,6,34,2551,108,18,male,28,tpl,prpt,0,0,1190,1679,1679,flower,,1,,,,,,,1,,1679,,,prpt,0,,,
alexandra,24m2h,2024,6,22,15,6,41,2551,108,18,male,29,tpl,prpt,1,0,989,1015,1015,flower,,1,,,,,,,1,,1015,,1015,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,6,47,2551,108,18,male,30,tpl,prpt,1,0,692,1032,1032,apple,,1,,,,,,,1,,1032,,1032,prpt,1,1,,
alexandra,24m2h,2024,6,22,15,6,52,2551,108,18,male,31,tpl,inhb,1,0,7574,7574,7574,apple,,1,,,,,,,0,,7574,,,inhb,1,,1,
alexandra,24m2h,2024,6,22,15,7,4,2551,108,18,male,32,tpl,prpt,0,0,267,433,433,elephant4,,1,,,,,,,1,,433,,,prpt,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1797,,,13/23,6 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5652,0.75,
