tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,7,27,14,56,3,2605,126,24,male,19,tpr,prpt,1,0,1199,1199,1199,bus,,1,,,,,,,1,,1199,,1199,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,56,9,2605,126,24,male,20,tpr,inhb,0,0,333,333,333,elephant2,,1,,,,,,,1,,333,,,inhb,0,,,
alexandra,24m2h,2024,7,27,14,56,14,2605,126,24,male,21,tpr,prpt,1,0,1230,1231,1231,elephant,,1,,,,,,,1,,1231,,1231,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,56,20,2605,126,24,male,22,tpr,prpt,1,0,1707,1707,1707,flower,,1,,,,,,,1,,1707,,1707,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,56,26,2605,126,24,male,23,tpr,prpt,1,0,1531,1531,1531,elephant2,,1,,,,,,,1,,1531,,1531,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,56,31,2605,126,24,male,24,tpr,prpt,1,0,1263,1263,1263,elephant,,1,,,,,,,1,,1263,,1263,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,56,37,2605,126,24,male,25,tpr,inhb,1,0,1825,1825,1825,elephant4,,1,,,,,,,1,,1825,1825,,inhb,1,,1,
alexandra,24m2h,2024,7,27,14,56,43,2605,126,24,male,26,tpr,prpt,1,0,1423,1423,1423,bus,,1,,,,,,,1,,1423,,1423,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,56,49,2605,126,24,male,27,tpr,inhb,0,0,723,723,723,flower,,1,,,,,,,1,,723,,,inhb,0,,,
alexandra,24m2h,2024,7,27,14,56,54,2605,126,24,male,28,tpr,prpt,1,0,1802,1802,1802,apple,,1,,,,,,,1,,1802,,1802,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,57,0,2605,126,24,male,29,tpr,prpt,1,0,290,290,290,elephant,,0,,,,,,,1,"while this one should technically not be included, the participant did not have their finger on the button and was just very quick, so it is included in the correct answers",290,,,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,57,5,2605,126,24,male,30,tpr,prpt,1,0,1174,1174,1174,bus,,1,,,,,,,1,,1174,,1174,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,57,10,2605,126,24,male,31,tpr,prpt,1,0,616,616,616,elephant,,1,,,,,,,1,,616,,616,prpt,1,1,,
alexandra,24m2h,2024,7,27,14,57,15,2605,126,24,male,32,tpr,prpt,1,0,1641,1641,1641,bus,,1,,,,,,,1,,1641,,1641,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1400,,,24/24,3 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.375,
