tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,respTime,med. time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2025,1,25,15,36,56,2848,160,23,female,1,prl,,1,0,26627,26627,26627,elephant4,left,1,,none,none,none,,,0,26627,,,,1,,,ap
alexandra,24m2h,2025,1,25,15,37,40,2848,160,23,female,1,prl,,1,0,4004,4004,4004,apple,,1,,,,,,,1,4004,,,,1,,,
alexandra,24m2h,2025,1,25,15,37,51,2848,160,23,female,1,tpl,prpt,1,0,2049,2049,2049,elephant4,,1,,,,,,,1,2049,2049,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,37,57,2848,160,23,female,2,tpl,prpt,1,0,1183,1183,1183,elephant2,,1,,,,,,,1,1183,1183,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,38,3,2848,160,23,female,3,tpl,prpt,1,0,1283,1283,1283,owl,,1,,,,,,,1,1283,1283,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,38,8,2848,160,23,female,4,tpl,prpt,1,0,1784,1784,1784,bus,,1,,,,,,,1,1784,1784,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,38,14,2848,160,23,female,5,tpl,inhb,1,0,3543,3543,3543,elephant4,,1,,,,,,,1,3543,,3543,inhb,1,,1,
alexandra,24m2h,2025,1,25,15,38,22,2848,160,23,female,6,tpl,prpt,0,0,5915,5915,5915,flower,,1,,,,,,,0,5915,,,prpt,0,,,
alexandra,24m2h,2025,1,25,15,38,40,2848,160,23,female,7,tpl,inhb,0,0,4127,4127,4127,flower,,1,,,,,,,1,4127,,,inhb,0,,,
alexandra,24m2h,2025,1,25,15,39,2,2848,160,23,female,8,tpl,prpt,1,0,5250,5250,5250,elephant2,,1,,,,,y,a,1,4487,4487,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,39,11,2848,160,23,female,9,tpl,prpt,1,0,8394,8395,8395,elephant4,,1,,,,,,,0,8395,,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,39,24,2848,160,23,female,10,tpl,prpt,1,0,2059,2059,2059,apple,,1,,,,,,,1,2059,2059,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,39,30,2848,160,23,female,11,tpl,prpt,1,0,2931,2931,2931,apple,,1,,,,,,,1,2931,2931,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,39,37,2848,160,23,female,12,tpl,prpt,1,0,1676,1676,1676,bus,,1,,,,,,,1,1676,1676,,prpt,1,1,,
alexandra,24m2h,2025,1,25,15,39,43,2848,160,23,female,13,tpl,inhb,1,0,2633,2633,2633,elephant4,,1,,,,,,,1,2633,,2633,inhb,1,,1,
alexandra,24m2h,2025,1,25,15,39,50,2848,160,23,female,14,tpl,prpt,1,0,10697,10697,10697,elephant,,1,9,,,,,,0,10697,,,prpt,1,,,
